AB 名称,AB文件大小,统计的AB内存Kb(估算),冗余内存 Kb(估算),依赖AB数,冗余资源数,   网格数,   材质球,    贴图数,着色器, 图集数,动作文件,音效
eff_conmmon_defend,0,9788,8644,0,4,1,2,0,2,0,0,0
eff_conmmon_underatk,0,13136,11992,0,6,0,4,0,3,0,0,0
eff_consume_star,0,35174,35174,1,7,1,3,0,1,0,1,0
eff_cruise_card,0,640841,21272,0,11,3,13,8,4,8,1,0
eff_czdlb,0,4160,3016,0,1,0,1,0,1,0,0,0
eff_danka_02,0,30342,30342,0,6,0,3,0,1,0,1,0
eff_danka_03,0,30342,30342,0,6,0,3,0,1,0,1,0
eff_darts_trailing01,0,4160,4160,0,2,0,1,0,1,0,0,0
eff_darts_trailing02,0,6656,6656,0,4,0,3,0,1,0,0,0
eff_drawcard_nr,0,17600,11980,0,5,1,3,0,1,0,1,0
eff_drawcard_sr,0,25936,18052,0,7,1,4,0,3,0,1,0
eff_drawcard_ur_marieroes,0,20260,20260,0,7,0,3,0,3,0,1,0
eff_drawcard_ur_nyotengu,0,15060,15060,0,5,0,2,0,2,0,1,0
eff_drawcard_ur_phase4,0,17964,17964,0,8,0,5,0,2,0,1,0
eff_drawcard_ur_raidou,0,18492,12872,0,7,0,5,0,2,0,1,0
eff_drop_background,0,4320,4320,0,2,0,1,0,1,0,0,0
eff_dwa_uidwaapplyprefab_kuang,0,4320,3016,0,1,0,1,0,1,0,0,0
eff_dwa_uidwaapplyprefab_wangge,0,80719,3016,0,1,1,1,1,1,1,0,0
eff_dwa_uidwaembattleprefab_saoguang,0,5624,4320,0,2,0,2,0,1,0,0,0
eff_dwa_uidwaprefab_quan,0,48443,0,0,0,0,0,2,0,2,1,0
eff_dwa_uidwawagerprefab_1st,0,6928,4320,0,2,0,3,0,1,0,0,0
eff_dwa_uidwawagerprefab_2nd,0,4320,4320,0,2,0,1,0,1,0,0,0
eff_dwa_uidwawagerprefab_3rd,0,4320,4320,0,2,0,1,0,1,0,0,0
eff_dwa_uidwazsc1_1st,0,4320,4320,0,2,0,1,0,1,0,0,0
eff_dwa_uidwazsc1_2nd,0,4320,4320,0,2,0,1,0,1,0,0,0
eff_dwa_uidwazsc1_3rd,0,4320,4320,0,2,0,1,0,1,0,0,0
eff_dwa_uidwazsc3prefab_guanjun,0,72988,72988,0,9,0,2,2,1,2,1,0
eff_dwa_uidwazsc3prefab_guanjun2,0,143016,72988,0,9,0,3,4,1,4,1,0
eff_earth_01,0,27294,27294,0,4,0,1,0,1,0,1,0
eff_earth_02,0,29012,29012,1,4,0,1,0,1,0,1,0
eff_earth_03,0,45046,45046,2,10,1,4,0,3,0,1,0
eff_earth_connection,0,55747,55747,0,8,0,1,2,1,2,1,0
eff_ein_hit,0,6936,6936,0,4,0,3,0,1,0,0,0
eff_ein_minskill,0,347855,317576,0,28,7,15,0,6,0,1,0
eff_ein_pose,0,336500,285376,0,20,5,10,0,5,0,2,0
eff_ein_uniqueskills,0,610134,363156,0,41,16,26,0,8,0,2,0
eff_elliot_hit,0,9104,9104,0,5,0,4,0,1,0,0,0
eff_elliot_minskill,0,57177,34536,0,11,2,9,0,2,0,1,0
eff_elliot_pose,0,108286,72260,0,13,2,10,0,3,0,1,0
eff_elliot_pose_tailing,0,4160,4160,0,2,0,1,0,1,0,0,0
eff_elliot_uniqueskills,0,401651,282180,0,26,8,20,0,8,0,2,0
eff_elliot_uniqueskills_feedback,0,45467,20268,0,12,1,10,0,2,0,1,0
eff_equipment,0,273284,273284,0,25,3,10,0,8,0,2,0
eff_equipment_background,0,61019,38192,0,5,2,2,0,1,0,1,0
eff_equipment_box,0,59529,30768,0,10,2,8,0,3,0,1,0
eff_equipment_frame,0,46450,12072,0,5,0,4,1,1,1,0,0
eff_equipment_open,0,322272,322272,0,40,8,20,0,10,0,1,0
eff_equipment_stone,0,7324,7324,0,3,1,1,0,1,0,0,0
eff_equipment_value,0,27209,4160,0,2,0,1,0,1,0,1,0
eff_feiji_ka,0,51680,9464,1,5,0,13,0,2,0,1,0
eff_fighter_revivie,0,56689,56689,0,11,2,5,0,2,0,1,0
eff_fire_bg,0,12028,9676,0,4,1,3,0,1,0,0,0
eff_fortunecat,0,130809,130809,1,21,0,8,3,1,3,3,0
eff_frame,0,37475,37475,0,7,1,3,0,1,0,1,0
eff_frame2,0,27344,4656,2,2,0,1,0,1,0,1,0
eff_frame_xiao,0,34891,34891,0,6,1,2,0,1,0,1,0
eff_gachacard_nr,0,43999,0,0,0,0,0,0,0,0,0,1
eff_gachacard_srssr,0,45119,0,0,0,0,0,0,0,0,0,1
eff_gachacard_ur_marierose,0,60223,0,0,0,0,0,0,0,0,0,1
eff_gachacard_ur_raidou,0,60383,0,0,0,0,0,0,0,0,0,1
eff_genfu_hit,0,21260,21260,0,7,1,4,0,2,0,0,0
eff_genfu_minskill,0,120091,87296,0,15,6,11,0,2,0,1,0
eff_genfu_pose,0,14024,12720,0,7,0,6,0,2,0,0,0
eff_genfu_uniqueskills,0,214078,165783,0,20,11,13,0,2,0,1,0
eff_goldenegg,0,562453,562453,1,42,0,7,15,3,15,1,0
eff_guanxiang_01,0,14280,10848,0,5,0,5,0,3,0,0,0
eff_guild_contribution01,0,11420,11420,0,6,1,3,0,2,0,0,0
eff_guild_contribution02,0,20836,20836,0,12,1,8,0,3,0,0,0
eff_guild_contribution03,0,18460,18460,0,10,1,6,0,3,0,0,0
eff_guild_progressbar,0,7260,7260,0,4,1,2,0,1,0,0,0
eff_guild_rankings01,0,20276,15636,0,7,1,6,0,3,0,0,0
eff_guild_rankings02,0,11420,7988,0,3,1,3,0,2,0,0,0
eff_guild_rankings03,0,11580,9292,0,4,1,3,0,2,0,0,0
eff_guildbattle_prompt01,0,265975,195139,0,22,3,11,4,4,4,1,0
eff_guildbattle_prompt02,0,249675,195139,0,22,3,11,4,4,4,1,0
eff_guildbattle_prompt03,0,249593,195139,0,22,3,11,4,4,4,1,0
eff_halo_attack,0,22364,22364,1,10,1,6,0,3,0,0,0
eff_halo_defense,0,22636,22636,1,11,1,7,0,3,0,0,0
eff_halo_life,0,25964,25964,1,13,1,9,0,3,0,0,0
eff_halo_wealth,0,27004,27004,1,13,1,9,0,3,0,0,0
eff_hayate_hit,0,15816,15816,0,10,0,8,0,2,0,0,0
eff_hayate_minskill,0,172629,55888,0,16,5,16,0,3,0,3,0
eff_hayate_pose,0,48636,47332,0,11,3,7,0,2,0,0,0
eff_hayate_uniqueskills,0,235221,45796,0,19,3,33,0,2,0,7,0
eff_hayateb_doubleuniqueskills,0,183698,112440,0,37,10,24,0,4,0,2,0
eff_hayateb_hit,0,12604,12604,0,6,1,4,0,1,0,0,0
eff_hayateb_minskill,0,124579,89324,0,23,7,13,0,4,0,1,0
eff_hayateb_pose,0,22708,22708,0,9,1,6,0,2,0,0,0
eff_hayateb_run,0,75825,50884,0,12,3,6,0,4,0,1,0
eff_hayateb_uniqueskills,0,260710,85712,0,27,9,16,0,5,0,1,0
eff_helena_hit,0,6544,6544,0,4,0,3,0,1,0,0,0
eff_helena_minskill,0,111041,73456,0,14,4,8,0,2,0,1,0
eff_helena_minskill_dlc_02,0,96871,66388,0,12,3,7,0,2,0,1,0
eff_helena_pose,0,61793,61793,0,11,3,4,0,2,0,1,0
eff_helena_pose_dlc_02,0,61793,61793,0,11,3,4,0,2,0,1,0
eff_helena_uniqueskills,0,181832,181832,0,35,9,20,0,2,0,2,0
eff_helena_uniqueskills_dlc_02,0,181832,181832,0,35,9,20,0,2,0,2,0
eff_helenab_01_hit,0,7256,7256,0,4,0,3,0,1,0,0,0
eff_helenab_01_minskill,0,91171,61096,0,14,4,8,0,2,0,1,0
eff_helenab_01_pose,0,54061,51637,0,9,2,4,0,2,0,1,0
eff_helenab_01_uniqueskills,0,201023,149180,0,23,11,16,0,4,0,1,0
eff_herobar_minskill,0,27030,27030,0,4,0,1,0,1,0,1,0
eff_herobar_uniqueskills,0,27030,27030,0,4,0,1,0,1,0,1,0
eff_herocard_frame,0,26907,26907,0,4,0,1,0,1,0,1,0
eff_hitomi_hit,0,10768,9464,0,5,0,4,0,2,0,0,0
eff_hitomi_minskill,0,109593,69684,0,14,5,12,0,2,0,1,0
eff_hitomi_pose,0,49779,24492,0,8,1,7,0,1,0,1,0
eff_hitomi_uniqueskills01,0,7912,6768,0,4,0,4,0,1,0,0,0
eff_hitomi_uniqueskills02,0,103104,69943,0,11,4,6,0,1,0,2,0
eff_hitomi_uniqueskills03,0,115944,84199,0,18,4,13,0,2,0,2,0
eff_honoka_dlc_01_idle,0,30479,6616,0,4,0,4,0,1,0,1,0
eff_honoka_minskill,0,73961,45824,0,21,2,21,0,2,0,1,0
eff_honoka_minskill_dlc01,0,40572,29404,0,12,1,18,0,2,0,0,0
eff_honoka_uniqueskills,0,95985,61900,0,22,6,22,0,3,0,1,0
eff_honoka_uniqueskills_dlc01,0,99613,66076,0,25,6,24,0,3,0,1,0
eff_honor_team01,0,32871,31727,0,6,1,2,0,2,0,1,0
eff_honor_team02,0,10276,9132,0,4,1,2,0,2,0,0,0
eff_honor_team03,0,10276,9132,0,4,1,2,0,2,0,0,0
eff_honor_team04,0,10276,9132,0,4,1,2,0,2,0,0,0
eff_honor_team05,0,10276,9132,0,4,1,2,0,2,0,0,0
eff_honor_team06,0,10276,9132,0,4,1,2,0,2,0,0,0
eff_huoche_ka,0,44760,9132,0,4,1,8,0,2,0,1,0
eff_icon_gezi_3,0,10712,7176,0,3,0,3,0,2,0,0,0
eff_icon_gezi_4,0,50306,50306,0,9,0,4,1,3,1,0,0
eff_icon_gezi_5,0,52212,52212,0,11,0,6,1,3,1,0,0
eff_icon_halo,0,16120,16120,0,7,0,4,0,3,0,0,0
eff_icon_halo02,0,13688,13688,0,6,0,3,0,3,0,0,0
eff_icon_tail,0,5280,5280,0,2,0,1,0,1,0,0,0
eff_image_dw_0,0,206271,180744,3,5,0,2,0,4,0,1,0
eff_image_dw_1,0,206503,180744,4,5,0,2,0,4,0,1,0
eff_image_dw_2,0,206503,180744,4,5,0,2,0,4,0,1,0
eff_image_dw_3,0,206503,180744,4,5,0,2,0,4,0,1,0
eff_image_dw_4,0,206503,180744,4,5,0,2,0,4,0,1,0
eff_image_dw_5,0,206939,180744,4,5,0,2,0,4,0,1,0
eff_image_dw_6,0,207359,180744,5,5,0,2,0,4,0,1,0
eff_image_dw_7,0,234342,180744,11,5,0,3,0,4,0,2,0
eff_janlee_hit,0,16608,15464,0,8,2,5,0,2,0,0,0
eff_janlee_minskill,0,67156,67156,0,22,6,11,0,5,0,0,0
eff_janlee_pose,0,24280,24280,0,8,4,3,0,1,0,0,0
eff_janlee_uniqueskills,0,645676,78864,0,26,8,17,0,7,0,2,0
eff_jiaxing_01,0,34634,31202,1,5,0,4,0,2,0,1,0
eff_jiban_glow,0,29034,29034,0,5,0,2,0,1,0,1,0
eff_jiying_1,0,78680,66120,0,8,4,7,0,2,0,0,0
eff_jiying_2,0,79656,65792,0,8,4,8,0,2,0,0,0
eff_jiying_3,0,77048,64488,0,7,4,6,0,2,0,0,0
eff_jiying_4,0,89812,84788,0,12,5,7,0,2,0,0,0
eff_kai_01,0,16568,10848,0,5,0,7,0,3,0,0,0
eff_kai_02,0,47722,11992,0,6,2,8,0,3,0,1,0
eff_kasumi_attack,0,18972,18972,0,10,1,7,0,2,0,0,0
eff_kasumi_kaichang,0,69473,38508,0,9,2,6,0,3,0,1,0
eff_kasumi_minskill,0,41440,28384,0,14,2,18,0,2,0,0,0
eff_kasumi_pose,0,25940,21044,0,11,1,11,0,2,0,0,0
eff_kasumi_uniqueskills,0,99169,38460,0,18,3,35,0,2,0,1,0
eff_kasumi_uniqueskills_prepare,0,15824,15824,0,8,0,6,0,2,0,0,0
eff_kasumialpha_attack,0,0,0,0,0,0,0,0,0,0,0,0
eff_kasumialpha_doubleuniqueskills,0,0,0,0,0,0,0,0,0,0,0,0
eff_kasumialpha_idel,0,0,0,0,0,0,0,0,0,0,0,0
eff_kasumialpha_minskill,0,0,0,0,0,0,0,0,0,0,0,0
eff_kasumialpha_pose,0,0,0,0,0,0,0,0,0,0,0,0
eff_kasumialpha_shouji,0,0,0,0,0,0,0,0,0,0,0,0
eff_kasumialpha_uniqueskills,0,0,0,0,0,0,0,0,0,0,0,0
eff_kasumib_minskill,0,76763,45536,0,14,3,12,0,3,0,1,0
eff_kasumib_minskill 1,0,268636,238620,0,18,5,34,0,7,0,0,0
eff_kasumib_pose,0,1545864,1294507,0,10,3,7,0,6,0,3,0
eff_kasumib_run,0,18248,16760,0,10,0,9,0,2,0,0,0
eff_kasumib_tuowei1,0,4160,4160,0,2,0,1,0,1,0,0,0
eff_kasumib_tuowei2,0,4160,4160,0,2,0,1,0,1,0,0,0
eff_kasumib_uniqueskills,0,157563,51048,0,16,8,25,0,4,0,1,0
eff_kasumib_victory,0,38525,14668,0,5,1,4,0,1,0,1,0
eff_kokoro_hit,0,13112,13112,0,8,0,6,0,2,0,0,0
eff_kokoro_minskill,0,100397,55152,0,21,4,17,0,3,0,1,0
eff_kokoro_pose,0,26737,4160,0,2,0,1,0,1,0,1,0
eff_kokoro_uniqueskills01,0,72119,42524,0,27,1,24,0,3,0,1,0
eff_kokoro_uniqueskills02,0,137595,102376,0,33,5,25,0,3,0,1,0
eff_kuang_01,0,26906,3016,0,1,0,1,0,1,0,1,0
eff_ladder_passway,0,35999,8136,0,4,2,4,0,1,0,1,0
eff_leifang_hit,0,17440,14832,0,8,0,7,0,3,0,0,0
eff_leifang_hit_dlc01,0,17440,17440,0,10,0,7,0,3,0,0,0
eff_leifang_minskill,0,404745,363490,0,29,11,21,0,7,0,1,0
eff_leifang_minskill_dlc01,0,99335,91335,0,11,5,10,0,2,0,0,0
eff_leifang_pose,0,343777,289859,0,28,6,15,0,7,0,2,0
eff_leifang_pose_dlc01,0,16144,16144,0,10,0,8,0,2,0,0,0
eff_leifang_uniqueskills,0,567704,299959,0,34,15,28,0,8,0,3,0
eff_leifang_uniqueskills_dlc01,0,83674,25212,0,15,1,20,0,2,0,2,0
eff_leon_hit,0,12612,12612,0,7,1,4,0,2,0,0,0
eff_leon_minskill,0,69533,31164,0,6,3,7,0,3,0,1,0
eff_leon_pose,0,62494,7988,0,3,2,2,0,2,0,1,0
eff_leon_uniqueskills,0,71835,40436,0,15,3,13,0,3,0,1,0
eff_level_01,0,34046,34046,0,7,0,3,0,2,0,1,0
eff_level_02,0,44892,44892,0,8,1,4,0,1,0,1,0
eff_level_star,0,4160,4160,0,2,0,1,0,1,0,0,0
eff_light_beam,0,16932,16932,0,4,1,2,0,1,0,0,0
eff_liking_degree,0,6116,4972,0,2,1,1,0,1,0,0,0
eff_limitless_fire,0,41539,9300,0,4,1,5,0,2,0,1,0
eff_lingliu_01,0,29922,4972,0,2,1,2,0,1,0,1,0
eff_lock_target,0,31549,30405,0,6,1,3,0,1,0,1,0
eff_machine_changxian,0,4320,4320,0,2,0,1,0,1,0,0,0
eff_machine_die,0,9944,9944,0,5,0,3,0,2,0,0,0
eff_machine_die2,0,12440,12440,0,7,0,5,0,2,0,0,0
eff_machine_die2_1,0,11248,11248,0,6,0,4,0,2,0,0,0
eff_machine_die3_1,0,14312,13008,0,8,0,7,0,2,0,0,0
eff_machine_die_1,0,5624,5624,0,3,0,2,0,1,0,0,0
eff_machine_hit,0,9536,9536,0,6,0,5,0,1,0,0,0
eff_machine_item_exp,0,266352,266352,0,9,1,2,0,4,0,1,0
eff_main_map,0,82114,25542,0,3,3,0,0,0,0,3,0
eff_map_fangshe,0,15916,15916,0,5,1,3,0,1,0,0,0
eff_map_main,0,35441,35441,0,6,1,2,0,1,0,1,0
eff_map_main_camera,0,43765,15456,0,6,2,2,0,2,0,1,0
eff_map_main_gold_dengguang,0,21588,21588,0,10,1,6,0,3,0,0,0
eff_map_main_juese_xiaoshi,0,47469,22536,0,9,2,5,0,2,0,1,0
eff_map_main_logo,0,89397,44684,0,16,6,11,0,3,0,1,0
eff_map_uipanel_chests_normal_box,0,12064,12064,0,7,0,5,0,2,0,0,0
eff_marieroes_dlc_02_idle,0,20924,18660,0,5,1,3,0,2,0,0,0
eff_marieroes_dlc_02_idle2,0,40712,7176,0,3,2,2,0,2,0,0,0
eff_marierose_hit,0,20000,14280,0,8,0,10,0,3,0,0,0
eff_marierose_minskill,0,62284,17700,0,13,2,13,0,3,0,1,0
eff_marierose_minskill_dlc01,0,35180,35180,0,19,3,14,0,2,0,0,0
eff_marierose_minskill_dlc02,0,37468,36324,0,20,3,16,0,2,0,0,0
eff_marierose_pose,0,110800,52336,0,21,4,16,0,2,0,3,0
eff_marierose_uniqueskills,0,528292,320444,0,27,12,24,0,7,0,3,0
eff_marierose_uniqueskills_dlc01,0,0,0,0,0,0,0,0,0,0,0,0
eff_marierose_uniqueskills_dlc02,0,0,0,0,0,0,0,0,0,0,0,0
eff_mariposa_hit,0,9528,9528,0,4,0,2,0,2,0,0,0
eff_mariposa_minskill,0,97006,37828,0,11,3,10,0,3,0,2,0
eff_mariposa_pose,0,26917,4320,0,2,0,1,0,1,0,1,0
eff_mariposa_uniqueskills,0,77056,22100,0,10,2,7,0,3,0,2,0
eff_mariposab_01_hit,0,11392,11392,0,6,0,4,0,2,0,0,0
eff_mariposab_01_minskill,0,67721,8396,0,3,3,5,0,2,0,1,0
eff_mariposab_01_pose,0,55073,29008,0,7,2,4,0,2,0,1,0
eff_mariposab_01_uniqueskills,0,118809,31276,0,12,1,19,0,3,0,3,0
eff_mask_zhezha,0,12524,12524,0,3,1,1,0,1,0,0,0
eff_mila_hit,0,7752,7752,0,5,0,4,0,1,0,0,0
eff_mila_minskill,0,102797,58992,0,19,3,15,0,3,0,1,0
eff_mila_pose,0,9440,7176,0,3,0,2,0,2,0,0,0
eff_mila_uniqueskills,0,85529,56920,0,18,3,12,0,3,0,1,0
eff_momiji_hit1,0,13536,13536,0,8,0,6,0,2,0,0,0
eff_momiji_hit2,0,24840,24840,0,12,2,8,0,2,0,0,0
eff_momiji_hit_dlc_01,0,14188,14188,0,8,1,5,0,2,0,0,0
eff_momiji_minskill,0,119988,113468,0,14,5,10,0,2,0,1,0
eff_momiji_minskill_dlc_01,0,104960,103816,0,15,4,8,0,2,0,1,0
eff_momiji_pose,0,52700,51108,0,13,5,8,0,1,0,0,0
eff_momiji_pose_dlc_01,0,38796,38796,0,12,3,8,0,1,0,0,0
eff_momiji_uniqueskills,0,310499,228896,0,22,5,20,0,5,0,2,0
eff_momiji_uniqueskills_dlc_01,0,329020,69580,0,19,7,18,0,4,0,3,0
eff_ninjia_die,0,16648,10880,0,5,1,7,0,2,0,0,0
eff_ninjia_jumpwater01,0,35712,35712,0,8,2,4,0,2,0,0,0
eff_ninjia_jumpwater02,0,37144,37144,0,9,2,5,0,2,0,0,0
eff_ninjia_trailing,0,15040,11544,0,5,2,3,0,2,0,0,0
eff_ninjia_trailing01,0,585160,511155,0,8,2,5,0,4,0,1,0
eff_ninjia_trailing02,0,622721,509783,0,9,1,6,0,3,0,2,0
eff_num_sh,0,0,0,1,0,0,0,0,0,0,0,0
eff_nyotengu_hit,0,20360,20360,0,10,2,6,0,2,0,0,0
eff_nyotengu_minskill,0,145925,94684,0,21,10,15,0,2,0,1,0
eff_nyotengu_pose,0,92129,53996,0,14,6,9,0,2,0,1,0
eff_nyotengu_uniqueskills,0,521642,281972,0,30,12,22,0,7,0,4,0
eff_open_box,0,33461,33461,2,3,0,0,0,0,0,2,0
eff_outline01,0,27231,27231,1,4,0,1,0,1,0,1,0
eff_outline01_b,0,27233,27233,1,4,0,1,0,1,0,1,0
eff_outline02,0,27231,27231,1,4,0,1,0,1,0,1,0
eff_outline02_b,0,27233,27233,1,4,0,1,0,1,0,1,0
eff_outline03,0,27231,27231,1,4,0,1,0,1,0,1,0
eff_outline03_b,0,27233,27233,1,4,0,1,0,1,0,1,0
eff_outline04,0,27231,27231,1,4,0,1,0,1,0,1,0
eff_outline04_b,0,27233,27233,1,4,0,1,0,1,0,1,0
eff_outline05,0,22575,22575,1,2,0,0,0,0,0,1,0
eff_outline05_b,0,27233,27233,1,4,0,1,0,1,0,1,0
eff_outline06,0,27231,27231,1,4,0,1,0,1,0,1,0
eff_outline06_b,0,27233,27233,1,4,0,1,0,1,0,1,0
eff_p_gold_transcript_hit,0,9376,5464,0,3,0,5,0,1,0,0,0
eff_p_map_main_gold_fire,0,5512,5512,0,3,0,2,0,1,0,0,0
eff_panel_base,0,9588,9588,0,4,1,2,0,1,0,0,0
eff_panel_clearance,0,4160,4160,0,2,0,1,0,1,0,0,0
eff_panel_complete,0,10492,10492,0,5,1,3,0,1,0,0,0
eff_pata_prize,0,111557,86520,0,15,3,7,0,3,0,3,0
eff_phase4_hit,0,24116,24116,0,9,1,5,0,3,0,0,0
eff_phase4_minskill,0,115641,77040,0,26,6,23,0,4,0,1,0
eff_phase4_pose,0,86149,56800,0,17,4,11,0,4,0,1,0
eff_phase4_uniqueskills,0,0,0,0,0,0,0,0,0,0,0,0
eff_plus_flashing,0,27253,27253,1,4,0,1,0,1,0,1,0
eff_plus_sign,0,32795,9900,0,4,1,2,0,1,0,1,0
eff_pool_camera_speedline_end,0,60881,38192,0,5,2,2,0,1,0,1,0
eff_pool_camera_speedline_start,0,60885,38192,0,5,2,2,0,1,0,1,0
eff_pool_camera_spray,0,10672,6032,0,2,0,3,0,2,0,0,0
eff_pool_splash_behind,0,7592,6448,0,4,0,4,0,1,0,0,0
eff_pool_splash_left,0,6448,6448,0,4,0,3,0,1,0,0,0
eff_pool_splash_right,0,6448,6448,0,4,0,3,0,1,0,0,0
eff_pool_spray_left,0,6448,6448,0,4,0,3,0,1,0,0,0
eff_pool_spray_right,0,6448,6448,0,4,0,3,0,1,0,0,0
eff_pool_water,0,1518712,1491548,0,16,6,9,0,2,0,1,0
eff_powerattack,0,8976,8976,0,5,0,3,0,2,0,0,0
eff_powerdefense,0,85898,21384,0,5,2,2,0,3,0,2,0
eff_practice,0,119682,119682,3,10,0,2,2,2,2,1,0
eff_prop_rim,0,38354,38354,0,8,1,3,0,2,0,1,0
eff_qte_born,0,72849,20968,0,8,0,4,2,2,2,3,0
eff_qte_button,0,127806,80690,0,24,1,15,0,4,0,4,0
eff_qte_clicked,0,11676,11676,0,6,1,4,0,1,0,0,0
eff_qte_clicked_fade,0,34999,11676,0,6,1,4,0,1,0,1,0
eff_qte_color_change,0,86589,16004,0,8,1,5,0,2,0,3,0
eff_qte_cue,0,40985,40985,0,11,1,6,0,2,0,1,0
eff_qte_cue_fade,0,34991,11676,0,6,1,4,0,1,0,1,0
eff_qte_evaluation,0,181560,64484,1,15,1,9,1,1,4,4,0
eff_qte_fail,0,31822,8348,0,4,1,2,0,1,0,1,0
eff_qte_fighting,0,121454,91199,0,18,1,14,0,3,0,4,0
eff_qte_produce,0,41517,41517,0,12,1,7,0,2,0,1,0
eff_qte_produce_fade,0,32623,9492,0,5,1,3,0,1,0,1,0
eff_qte_success,0,15592,15592,0,9,0,6,0,3,0,0,0
eff_qte_white,0,11724,11724,0,6,1,4,0,1,0,0,0
eff_rachel_hit,0,9708,9708,0,6,1,4,0,1,0,0,0
eff_rachel_minskill,0,82388,24424,0,8,3,8,0,2,0,1,0
eff_rachel_pose,0,60965,34172,0,8,3,3,0,2,0,1,0
eff_rachel_uniqueskills,0,0,0,0,0,0,0,0,0,0,0,0
eff_raidou_hit,0,11160,11160,0,6,0,4,0,2,0,0,0
eff_raidou_hit_dlc_01,0,11160,11160,0,6,0,4,0,2,0,0,0
eff_raidou_idle,0,16512,16512,0,9,0,6,0,3,0,0,0
eff_raidou_idle2,0,23600,7176,0,3,1,2,0,2,0,0,0
eff_raidou_minskill,0,44112,44112,0,15,2,9,0,4,0,0,0
eff_raidou_minskill_dlc_01,0,44112,44112,0,15,2,9,0,4,0,0,0
eff_raidou_pose,0,13184,13184,0,7,0,4,0,3,0,0,0
eff_raidou_pose_dlc_01,0,13184,13184,0,7,0,4,0,3,0,0,0
eff_raidou_uniqueskills,0,94777,94777,0,28,3,19,0,4,0,1,0
eff_raidou_uniqueskills_dlc_01,0,94777,94777,0,28,3,19,0,4,0,1,0
eff_range_selection,0,115690,115690,0,16,2,4,0,4,0,3,0
eff_red_packet_jb,0,338883,338883,4,19,1,7,2,3,2,2,0
eff_red_packet_ky,0,338843,337539,4,18,1,7,2,3,2,2,0
eff_red_packet_zs,0,338683,337539,4,18,1,7,2,3,2,2,0
eff_rig_hit,0,6448,6448,0,4,0,3,0,1,0,0,0
eff_rig_hit_dlc_01,0,6448,6448,0,4,0,3,0,1,0,0,0
eff_rig_minskill,0,42963,42963,0,11,2,6,0,1,0,1,0
eff_rig_minskill_dlc_01,0,42963,42963,0,11,2,6,0,1,0,1,0
eff_rig_pose,0,39638,39638,0,9,1,5,0,1,0,1,0
eff_rig_pose_dlc_01,0,39638,39638,0,9,1,5,0,1,0,1,0
eff_rig_uniqueskills,0,68891,68891,0,14,3,7,0,2,0,1,0
eff_rig_uniqueskills_dlc_01,0,68891,68891,0,14,3,7,0,2,0,1,0
eff_ring_breathing,0,37091,37091,0,6,0,1,1,1,1,1,0
eff_ring_scale,0,39047,39047,0,7,1,1,1,1,1,1,0
eff_rolling,0,7324,7324,0,3,1,1,0,1,0,0,0
eff_rotate_bg,0,35099,35099,0,8,1,3,0,2,0,1,0
eff_run_tuowei,0,4320,3016,0,1,0,1,0,1,0,0,0
eff_ryuhayabusa_hit,0,16568,9704,0,4,0,7,0,3,0,0,0
eff_ryuhayabusa_minskill,0,262995,228992,0,22,4,14,0,6,0,1,0
eff_ryuhayabusa_pose,0,178522,19424,0,8,3,11,0,5,0,3,0
eff_ryuhayabusa_pose_cam,0,34683,7988,0,3,1,2,0,2,0,1,0
eff_ryuhayabusa_sliding,0,39766,15616,0,9,0,8,0,2,0,1,0
eff_ryuhayabusa_uniqueskills,0,438835,255472,0,28,12,38,0,7,0,2,0
eff_rzr_buff,0,6448,3016,0,1,0,3,0,1,0,0,0
eff_safe_attion,0,26422,4972,0,2,1,1,0,1,0,1,0
eff_scence_buff,0,61165,32360,0,12,2,10,0,3,0,1,0
eff_select_avatar,0,31377,31377,0,7,0,4,0,1,0,1,0
eff_select_role,0,193894,193894,0,16,0,2,4,2,4,2,0
eff_selected_blue,0,30405,30405,0,6,1,2,0,1,0,1,0
eff_sente_title01,0,4200,4200,0,2,0,1,0,1,0,0,0
eff_sente_title02,0,4200,4200,0,2,0,1,0,1,0,0,0
eff_sente_title03,0,4200,4200,0,2,0,1,0,1,0,0,0
eff_sente_title04,0,4200,4200,0,2,0,1,0,1,0,0,0
eff_sente_title_change,0,11460,11460,0,6,1,3,0,2,0,0,0
eff_shield,0,226255,28568,0,12,13,10,0,5,0,1,0
eff_show_photo,0,53663,0,0,0,0,0,0,0,0,0,1
eff_shuye_01,0,63970,62154,1,5,1,1,0,1,0,2,0
eff_shuye_02,0,63970,62154,1,5,1,1,0,1,0,2,0
eff_shuye_03,0,63970,62154,1,5,1,1,0,1,0,2,0
eff_shuye_04,0,63970,62154,1,5,1,1,0,1,0,2,0
eff_shuye_05,0,63970,62154,1,5,1,1,0,1,0,2,0
eff_shuye_06,0,63970,62154,1,5,1,1,0,1,0,2,0
eff_silent,0,6116,4972,0,2,1,1,0,1,0,0,0
eff_soldierf_01,0,38190,9788,0,5,1,5,0,2,0,1,0
eff_soldierf_02,0,37366,9788,0,5,1,3,0,2,0,1,0
eff_soldierm_01,0,35902,11660,0,6,1,4,0,2,0,1,0
eff_soldierm_02,0,37414,9372,0,4,1,4,0,2,0,1,0
eff_soldierm_03,0,40582,11744,0,6,2,6,0,2,0,1,0
eff_sports_background,0,28132,15556,0,7,1,10,0,3,0,0,0
