动作名称,占用内存
Assets/Prefabs/AnimationClip/H_Bass_01/H_Bass_01_forward.anim,0,h_bass_01_forward
Assets/Prefabs/AnimationClip/H_Bass_01/H_Bass_01_hold.anim,0,h_bass_01_hold
Assets/Prefabs/AnimationClip/H_Bass_01/H_Bass_01_idle.anim,0,h_bass_01_idle
Assets/Prefabs/AnimationClip/H_Bass_01/H_Bass_01_incline.anim,0,h_bass_01_incline
Assets/Prefabs/AnimationClip/H_Bass_01/H_Bass_01_injure.anim,0,h_bass_01_injure
Assets/Prefabs/AnimationClip/H_Bass_01/H_Bass_01_jump.anim,0,h_bass_01_jump
Assets/Prefabs/AnimationClip/H_Bass_01/H_Bass_01_lose.anim,0,h_bass_01_lose
Assets/Prefabs/AnimationClip/H_Bass_01/H_Bass_01_minskill.anim,0,h_bass_01_minskill
Assets/Prefabs/AnimationClip/H_Bass_01/H_Bass_01_open.anim,0,h_bass_01_open
Assets/Prefabs/AnimationClip/H_Bass_01/H_Bass_01_parallel.anim,0,h_bass_01_parallel
Assets/Prefabs/AnimationClip/H_Bass_01/H_Bass_01_pose.anim,0,h_bass_01_pose
Assets/Prefabs/AnimationClip/H_Bass_01/H_Bass_01_restore.anim,0,h_bass_01_restore
Assets/Prefabs/AnimationClip/H_Bass_01/H_Bass_01_rotate.anim,0,h_bass_01_rotate
Assets/Prefabs/AnimationClip/H_Bass_01/H_Bass_01_run.anim,0,h_bass_01_run
Assets/Prefabs/AnimationClip/H_Bass_01/H_Bass_01_sattack.anim,0,h_bass_01_sattack
Assets/Prefabs/AnimationClip/H_Bass_01/H_Bass_01_standby.anim,0,h_bass_01_standby
Assets/Prefabs/AnimationClip/H_Bass_01/H_Bass_01_tilt.anim,0,h_bass_01_tilt
Assets/Prefabs/AnimationClip/H_Bass_01/H_Bass_01_tilthit.anim,0,h_bass_01_tilthit
Assets/Prefabs/AnimationClip/H_Bass_01/H_Bass_01_uniqueskills.anim,0,h_bass_01_uniqueskills
Assets/Prefabs/AnimationClip/H_Bass_01/H_Bass_01_victory.anim,0,h_bass_01_victory
Assets/Prefabs/AnimationClip/H_Bass_01/H_Bass_01_weak.anim,0,h_bass_01_weak
Assets/Prefabs/AnimationClip/H_Bradwong_01/H_Bradwong_01_attack.anim,0,h_bradwong_01_attack
Assets/Prefabs/AnimationClip/H_Bradwong_01/H_Bradwong_01_backward.anim,0,h_bradwong_01_backward
Assets/Prefabs/AnimationClip/H_Bradwong_01/H_Bradwong_01_defend.anim,0,h_bradwong_01_defend
Assets/Prefabs/AnimationClip/H_Bradwong_01/H_Bradwong_01_die.anim,0,h_bradwong_01_die
Assets/Prefabs/AnimationClip/H_Bradwong_01/H_Bradwong_01_exit.anim,0,h_bradwong_01_exit
Assets/Prefabs/AnimationClip/H_Bradwong_01/H_Bradwong_01_forward.anim,0,h_bradwong_01_forward
Assets/Prefabs/AnimationClip/H_Bradwong_01/H_Bradwong_01_hold.anim,0,h_bradwong_01_hold
Assets/Prefabs/AnimationClip/H_Bradwong_01/H_Bradwong_01_idle.anim,0,h_bradwong_01_idle
Assets/Prefabs/AnimationClip/H_Bradwong_01/H_Bradwong_01_incline.anim,0,h_bradwong_01_incline
Assets/Prefabs/AnimationClip/H_Bradwong_01/H_Bradwong_01_injure.anim,0,h_bradwong_01_injure
Assets/Prefabs/AnimationClip/H_Bradwong_01/H_Bradwong_01_jump.anim,0,h_bradwong_01_jump
Assets/Prefabs/AnimationClip/H_Bradwong_01/H_Bradwong_01_lose.anim,0,h_bradwong_01_lose
Assets/Prefabs/AnimationClip/H_Bradwong_01/H_Bradwong_01_minskill.anim,0,h_bradwong_01_minskill
Assets/Prefabs/AnimationClip/H_Bradwong_01/H_Bradwong_01_open.anim,0,h_bradwong_01_open
Assets/Prefabs/AnimationClip/H_Bradwong_01/H_Bradwong_01_parallel.anim,0,h_bradwong_01_parallel
Assets/Prefabs/AnimationClip/H_Bradwong_01/H_Bradwong_01_pose.anim,0,h_bradwong_01_pose
Assets/Prefabs/AnimationClip/H_Bradwong_01/H_Bradwong_01_restore.anim,0,h_bradwong_01_restore
Assets/Prefabs/AnimationClip/H_Bradwong_01/H_Bradwong_01_rotate.anim,0,h_bradwong_01_rotate
Assets/Prefabs/AnimationClip/H_Bradwong_01/H_Bradwong_01_run.anim,0,h_bradwong_01_run
Assets/Prefabs/AnimationClip/H_Bradwong_01/H_Bradwong_01_sattack.anim,0,h_bradwong_01_sattack
Assets/Prefabs/AnimationClip/H_Bradwong_01/H_Bradwong_01_standby.anim,0,h_bradwong_01_standby
Assets/Prefabs/AnimationClip/H_Bradwong_01/H_Bradwong_01_tilt.anim,0,h_bradwong_01_tilt
Assets/Prefabs/AnimationClip/H_Bradwong_01/H_Bradwong_01_tilthit.anim,0,h_bradwong_01_tilthit
Assets/Prefabs/AnimationClip/H_Bradwong_01/H_Bradwong_01_uniqueskills.anim,0,h_bradwong_01_uniqueskills
Assets/Prefabs/AnimationClip/H_Bradwong_01/H_Bradwong_01_victory.anim,0,h_bradwong_01_victory
Assets/Prefabs/AnimationClip/H_Bradwong_01/H_Bradwong_01_weak.anim,0,h_bradwong_01_weak
Assets/Prefabs/AnimationClip/H_Genfu_01/H_Genfu_01_attack.anim,0,h_genfu_01_attack
Assets/Prefabs/AnimationClip/H_Genfu_01/H_Genfu_01_backward.anim,0,h_genfu_01_backward
Assets/Prefabs/AnimationClip/H_Genfu_01/H_Genfu_01_defend.anim,0,h_genfu_01_defend
Assets/Prefabs/AnimationClip/H_Genfu_01/H_Genfu_01_die.anim,0,h_genfu_01_die
Assets/Prefabs/AnimationClip/H_Genfu_01/H_Genfu_01_exit.anim,0,h_genfu_01_exit
Assets/Prefabs/AnimationClip/H_Genfu_01/H_Genfu_01_forward.anim,0,h_genfu_01_forward
Assets/Prefabs/AnimationClip/H_Genfu_01/H_Genfu_01_hold.anim,0,h_genfu_01_hold
Assets/Prefabs/AnimationClip/H_Genfu_01/H_Genfu_01_idle.anim,0,h_genfu_01_idle
Assets/Prefabs/AnimationClip/H_Genfu_01/H_Genfu_01_incline.anim,0,h_genfu_01_incline
Assets/Prefabs/AnimationClip/H_Genfu_01/H_Genfu_01_injure.anim,0,h_genfu_01_injure
Assets/Prefabs/AnimationClip/H_Genfu_01/H_Genfu_01_jump.anim,0,h_genfu_01_jump
Assets/Prefabs/AnimationClip/H_Genfu_01/H_Genfu_01_lose.anim,0,h_genfu_01_lose
Assets/Prefabs/AnimationClip/H_Genfu_01/H_Genfu_01_minskill.anim,0,h_genfu_01_minskill
Assets/Prefabs/AnimationClip/H_Genfu_01/H_Genfu_01_open.anim,0,h_genfu_01_open
Assets/Prefabs/AnimationClip/H_Genfu_01/H_Genfu_01_parallel.anim,0,h_genfu_01_parallel
Assets/Prefabs/AnimationClip/H_Genfu_01/H_Genfu_01_pose.anim,0,h_genfu_01_pose
Assets/Prefabs/AnimationClip/H_Genfu_01/H_Genfu_01_restore.anim,0,h_genfu_01_restore
Assets/Prefabs/AnimationClip/H_Genfu_01/H_Genfu_01_rotate.anim,0,h_genfu_01_rotate
Assets/Prefabs/AnimationClip/H_Genfu_01/H_Genfu_01_run.anim,0,h_genfu_01_run
Assets/Prefabs/AnimationClip/H_Genfu_01/H_Genfu_01_sattack.anim,0,h_genfu_01_sattack
Assets/Prefabs/AnimationClip/H_Genfu_01/H_Genfu_01_standby.anim,0,h_genfu_01_standby
Assets/Prefabs/AnimationClip/H_Genfu_01/H_Genfu_01_tilt.anim,0,h_genfu_01_tilt
Assets/Prefabs/AnimationClip/H_Genfu_01/H_Genfu_01_tilthit.anim,0,h_genfu_01_tilthit
Assets/Prefabs/AnimationClip/H_Genfu_01/H_Genfu_01_uniqueskills.anim,0,h_genfu_01_uniqueskills
Assets/Prefabs/AnimationClip/H_Genfu_01/H_Genfu_01_victory.anim,0,h_genfu_01_victory
Assets/Prefabs/AnimationClip/H_Genfu_01/H_Genfu_01_weak.anim,0,h_genfu_01_weak
Assets/Prefabs/AnimationClip/H_Hayate_01/H_Hayate_01_aislestandby.anim,0,h_hayate_01_aislestandby
Assets/Prefabs/AnimationClip/H_Hayate_01/H_Hayate_01_attack.anim,0,h_hayate_01_attack
Assets/Prefabs/AnimationClip/H_Hayate_01/H_Hayate_01_backward.anim,0,h_hayate_01_backward
Assets/Prefabs/AnimationClip/H_Hayate_01/H_Hayate_01_defend.anim,0,h_hayate_01_defend
Assets/Prefabs/AnimationClip/H_Hayate_01/H_Hayate_01_die.anim,0,h_hayate_01_die
Assets/Prefabs/AnimationClip/H_Hayate_01/H_Hayate_01_exit.anim,0,h_hayate_01_exit
Assets/Prefabs/AnimationClip/H_Hayate_01/H_Hayate_01_forward.anim,0,h_hayate_01_forward
Assets/Prefabs/AnimationClip/H_Hayate_01/H_Hayate_01_hold.anim,0,h_hayate_01_hold
Assets/Prefabs/AnimationClip/H_Hayate_01/H_Hayate_01_idle.anim,0,h_hayate_01_idle
Assets/Prefabs/AnimationClip/H_Hayate_01/H_Hayate_01_incline.anim,0,h_hayate_01_incline
Assets/Prefabs/AnimationClip/H_Hayate_01/H_Hayate_01_injure.anim,0,h_hayate_01_injure
Assets/Prefabs/AnimationClip/H_Hayate_01/H_Hayate_01_jump.anim,0,h_hayate_01_jump
Assets/Prefabs/AnimationClip/H_Hayate_01/H_Hayate_01_lose.anim,0,h_hayate_01_lose
Assets/Prefabs/AnimationClip/H_Hayate_01/H_Hayate_01_minskill.anim,0,h_hayate_01_minskill
Assets/Prefabs/AnimationClip/H_Hayate_01/H_Hayate_01_open.anim,0,h_hayate_01_open
Assets/Prefabs/AnimationClip/H_Hayate_01/H_Hayate_01_parallel.anim,0,h_hayate_01_parallel
Assets/Prefabs/AnimationClip/H_Hayate_01/H_Hayate_01_pose.anim,0,h_hayate_01_pose
Assets/Prefabs/AnimationClip/H_Hayate_01/H_Hayate_01_restore.anim,0,h_hayate_01_restore
Assets/Prefabs/AnimationClip/H_Hayate_01/H_Hayate_01_rotate.anim,0,h_hayate_01_rotate
Assets/Prefabs/AnimationClip/H_Hayate_01/H_Hayate_01_run.anim,0,h_hayate_01_run
Assets/Prefabs/AnimationClip/H_Hayate_01/H_Hayate_01_sattack.anim,0,h_hayate_01_sattack
Assets/Prefabs/AnimationClip/H_Hayate_01/H_Hayate_01_standby.anim,0,h_hayate_01_standby
Assets/Prefabs/AnimationClip/H_Hayate_01/H_Hayate_01_tilt.anim,0,h_hayate_01_tilt
Assets/Prefabs/AnimationClip/H_Hayate_01/H_Hayate_01_tilthit.anim,0,h_hayate_01_tilthit
Assets/Prefabs/AnimationClip/H_Hayate_01/H_Hayate_01_uniqueskills.anim,0,h_hayate_01_uniqueskills
Assets/Prefabs/AnimationClip/H_Hayate_01/H_Hayate_01_victory.anim,0,h_hayate_01_victory
Assets/Prefabs/AnimationClip/H_Hayate_01/H_Hayate_01_weak.anim,0,h_hayate_01_weak
Assets/Prefabs/AnimationClip/H_Helenadouglas_01/H_Helenadouglas_01_attack.anim,0,h_helenadouglas_01_attack
Assets/Prefabs/AnimationClip/H_Helenadouglas_01/H_Helenadouglas_01_backward.anim,0,h_helenadouglas_01_backward
Assets/Prefabs/AnimationClip/H_Helenadouglas_01/H_Helenadouglas_01_defend.anim,0,h_helenadouglas_01_defend
Assets/Prefabs/AnimationClip/H_Helenadouglas_01/H_Helenadouglas_01_die.anim,0,h_helenadouglas_01_die
Assets/Prefabs/AnimationClip/H_Helenadouglas_01/H_Helenadouglas_01_exit.anim,0,h_helenadouglas_01_exit
Assets/Prefabs/AnimationClip/H_Helenadouglas_01/H_Helenadouglas_01_forward.anim,0,h_helenadouglas_01_forward
Assets/Prefabs/AnimationClip/H_Helenadouglas_01/H_Helenadouglas_01_hold.anim,0,h_helenadouglas_01_hold
Assets/Prefabs/AnimationClip/H_Helenadouglas_01/H_Helenadouglas_01_incline.anim,0,h_helenadouglas_01_incline
Assets/Prefabs/AnimationClip/H_Helenadouglas_01/H_Helenadouglas_01_injure.anim,0,h_helenadouglas_01_injure
Assets/Prefabs/AnimationClip/H_Helenadouglas_01/H_Helenadouglas_01_jump.anim,0,h_helenadouglas_01_jump
Assets/Prefabs/AnimationClip/H_Helenadouglas_01/H_Helenadouglas_01_lose.anim,0,h_helenadouglas_01_lose
Assets/Prefabs/AnimationClip/H_Helenadouglas_01/H_Helenadouglas_01_minskill.anim,0,h_helenadouglas_01_minskill
Assets/Prefabs/AnimationClip/H_Helenadouglas_01/H_Helenadouglas_01_open.anim,0,h_helenadouglas_01_open
Assets/Prefabs/AnimationClip/H_Helenadouglas_01/H_Helenadouglas_01_parallel.anim,0,h_helenadouglas_01_parallel
Assets/Prefabs/AnimationClip/H_Helenadouglas_01/H_Helenadouglas_01_pose.anim,0,h_helenadouglas_01_pose
Assets/Prefabs/AnimationClip/H_Helenadouglas_01/H_Helenadouglas_01_restore.anim,0,h_helenadouglas_01_restore
Assets/Prefabs/AnimationClip/H_Helenadouglas_01/H_Helenadouglas_01_rotate.anim,0,h_helenadouglas_01_rotate
Assets/Prefabs/AnimationClip/H_Helenadouglas_01/H_Helenadouglas_01_run.anim,0,h_helenadouglas_01_run
Assets/Prefabs/AnimationClip/H_Helenadouglas_01/H_Helenadouglas_01_sattack.anim,0,h_helenadouglas_01_sattack
Assets/Prefabs/AnimationClip/H_Helenadouglas_01/H_Helenadouglas_01_standby.anim,0,h_helenadouglas_01_standby
Assets/Prefabs/AnimationClip/H_Helenadouglas_01/H_Helenadouglas_01_tilt.anim,0,h_helenadouglas_01_tilt
Assets/Prefabs/AnimationClip/H_Helenadouglas_01/H_Helenadouglas_01_tilthit.anim,0,h_helenadouglas_01_tilthit
Assets/Prefabs/AnimationClip/H_Helenadouglas_01/H_Helenadouglas_01_uniqueskills.anim,0,h_helenadouglas_01_uniqueskills
Assets/Prefabs/AnimationClip/H_Helenadouglas_01/H_Helenadouglas_01_weak.anim,0,h_helenadouglas_01_weak
Assets/Prefabs/AnimationClip/H_Helenadouglas_dlc_01/H_Helenadouglas_dlc_01_standby.anim,0,h_helenadouglas_dlc_01_standby
Assets/Prefabs/AnimationClip/H_Helenadouglas_dlc_01/H_Helenadouglas_dlc_01_victory.anim,0,h_helenadouglas_dlc_01_victory
Assets/Prefabs/AnimationClip/H_Honoka_dlc_01/H_Honoka_dlc_01_holdhand.anim,0,h_honoka_dlc_01_holdhand
Assets/Prefabs/AnimationClip/H_Honoka_dlc_01/H_Honoka_dlc_01_pose.anim,0,h_honoka_dlc_01_pose
Assets/Prefabs/AnimationClip/H_Honoka_dlc_01/H_Honoka_dlc_01_standby.anim,0,h_honoka_dlc_01_standby
Assets/Prefabs/AnimationClip/H_Honoka_dlc_01/H_Honoka_dlc_01_victory.anim,0,h_honoka_dlc_01_victory
Assets/Prefabs/AnimationClip/H_Leifang_dlc_01/H_Leifang_dlc_01_holdhand.anim,0,h_leifang_dlc_01_holdhand
Assets/Prefabs/AnimationClip/H_Leifang_dlc_01/H_Leifang_dlc_01_standby.anim,0,h_leifang_dlc_01_standby
Assets/Prefabs/AnimationClip/H_Leifang_dlc_01/H_Leifang_dlc_01_victory.anim,0,h_leifang_dlc_01_victory
Assets/Prefabs/AnimationClip/H_Rig_01/H_Rig_01_attack.anim,0,h_rig_01_attack
Assets/Prefabs/AnimationClip/H_Rig_01/H_Rig_01_backward.anim,0,h_rig_01_backward
Assets/Prefabs/AnimationClip/H_Rig_01/H_Rig_01_defend.anim,0,h_rig_01_defend
Assets/Prefabs/AnimationClip/H_Rig_01/H_Rig_01_die.anim,0,h_rig_01_die
Assets/Prefabs/AnimationClip/H_Rig_01/H_Rig_01_exit.anim,0,h_rig_01_exit
Assets/Prefabs/AnimationClip/H_Rig_01/H_Rig_01_forward.anim,0,h_rig_01_forward
Assets/Prefabs/AnimationClip/H_Rig_01/H_Rig_01_hold.anim,0,h_rig_01_hold
Assets/Prefabs/AnimationClip/H_Rig_01/H_Rig_01_idle.anim,0,h_rig_01_idle
Assets/Prefabs/AnimationClip/H_Rig_01/H_Rig_01_incline.anim,0,h_rig_01_incline
Assets/Prefabs/AnimationClip/H_Rig_01/H_Rig_01_injure.anim,0,h_rig_01_injure
Assets/Prefabs/AnimationClip/H_Rig_01/H_Rig_01_jump.anim,0,h_rig_01_jump
Assets/Prefabs/AnimationClip/H_Rig_01/H_Rig_01_lose.anim,0,h_rig_01_lose
Assets/Prefabs/AnimationClip/H_Rig_01/H_Rig_01_minskill.anim,0,h_rig_01_minskill
Assets/Prefabs/AnimationClip/H_Rig_01/H_Rig_01_parallel.anim,0,h_rig_01_parallel
Assets/Prefabs/AnimationClip/H_Rig_01/H_Rig_01_pose.anim,0,h_rig_01_pose
Assets/Prefabs/AnimationClip/H_Rig_01/H_Rig_01_restore.anim,0,h_rig_01_restore
Assets/Prefabs/AnimationClip/H_Rig_01/H_Rig_01_rotate.anim,0,h_rig_01_rotate
Assets/Prefabs/AnimationClip/H_Rig_01/H_Rig_01_run.anim,0,h_rig_01_run
Assets/Prefabs/AnimationClip/H_Rig_01/H_Rig_01_sattack.anim,0,h_rig_01_sattack
Assets/Prefabs/AnimationClip/H_Rig_01/H_Rig_01_standby.anim,0,h_rig_01_standby
Assets/Prefabs/AnimationClip/H_Rig_01/H_Rig_01_tilt.anim,0,h_rig_01_tilt
Assets/Prefabs/AnimationClip/H_Rig_01/H_Rig_01_tilthit.anim,0,h_rig_01_tilthit
Assets/Prefabs/AnimationClip/H_Rig_01/H_Rig_01_uniqueskills.anim,0,h_rig_01_uniqueskills
Assets/Prefabs/AnimationClip/H_Rig_01/H_Rig_01_victory.anim,0,h_rig_01_victory
Assets/Prefabs/AnimationClip/H_Rig_01/H_Rig_01_weak.anim,0,h_rig_01_weak
Assets/Prefabs/AnimationClip/H_Rig_dlc_01/H_Rig_dlc_01_standby.anim,0,h_rig_dlc_01_standby
Assets/Prefabs/AnimationClip/H_Zack_01/H_Zack_01_attack.anim,0,h_zack_01_attack
Assets/Prefabs/AnimationClip/H_Zack_01/H_Zack_01_backward.anim,0,h_zack_01_backward
Assets/Prefabs/AnimationClip/H_Zack_01/H_Zack_01_defend.anim,0,h_zack_01_defend
Assets/Prefabs/AnimationClip/H_Zack_01/H_Zack_01_die.anim,0,h_zack_01_die
Assets/Prefabs/AnimationClip/H_Zack_01/H_Zack_01_exit.anim,0,h_zack_01_exit
Assets/Prefabs/AnimationClip/H_Zack_01/H_Zack_01_forward.anim,0,h_zack_01_forward
Assets/Prefabs/AnimationClip/H_Zack_01/H_Zack_01_hold.anim,0,h_zack_01_hold
Assets/Prefabs/AnimationClip/H_Zack_01/H_Zack_01_idle.anim,0,h_zack_01_idle
Assets/Prefabs/AnimationClip/H_Zack_01/H_Zack_01_incline.anim,0,h_zack_01_incline
Assets/Prefabs/AnimationClip/H_Zack_01/H_Zack_01_injure.anim,0,h_zack_01_injure
Assets/Prefabs/AnimationClip/H_Zack_01/H_Zack_01_jump.anim,0,h_zack_01_jump
Assets/Prefabs/AnimationClip/H_Zack_01/H_Zack_01_lose.anim,0,h_zack_01_lose
Assets/Prefabs/AnimationClip/H_Zack_01/H_Zack_01_minskill.anim,0,h_zack_01_minskill
Assets/Prefabs/AnimationClip/H_Zack_01/H_Zack_01_open.anim,0,h_zack_01_open
Assets/Prefabs/AnimationClip/H_Zack_01/H_Zack_01_parallel.anim,0,h_zack_01_parallel
Assets/Prefabs/AnimationClip/H_Zack_01/H_Zack_01_pose.anim,0,h_zack_01_pose
Assets/Prefabs/AnimationClip/H_Zack_01/H_Zack_01_restore.anim,0,h_zack_01_restore
Assets/Prefabs/AnimationClip/H_Zack_01/H_Zack_01_rotate.anim,0,h_zack_01_rotate
Assets/Prefabs/AnimationClip/H_Zack_01/H_Zack_01_run.anim,0,h_zack_01_run
Assets/Prefabs/AnimationClip/H_Zack_01/H_Zack_01_sattack.anim,0,h_zack_01_sattack
Assets/Prefabs/AnimationClip/H_Zack_01/H_Zack_01_standby.anim,0,h_zack_01_standby
Assets/Prefabs/AnimationClip/H_Zack_01/H_Zack_01_tilt.anim,0,h_zack_01_tilt
Assets/Prefabs/AnimationClip/H_Zack_01/H_Zack_01_tilthit.anim,0,h_zack_01_tilthit
Assets/Prefabs/AnimationClip/H_Zack_01/H_Zack_01_uniqueskills.anim,0,h_zack_01_uniqueskills
Assets/Prefabs/AnimationClip/H_Zack_01/H_Zack_01_victory.anim,0,h_zack_01_victory
Assets/Prefabs/AnimationClip/H_Zack_01/H_Zack_01_weak.anim,0,h_zack_01_weak
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_aislestandby.anim,0,h_ayane_01_aislestandby
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_attack.anim,0,h_ayane_01_attack
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_backward.anim,0,h_ayane_01_backward
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_defend.anim,0,h_ayane_01_defend
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_die.anim,0,h_ayane_01_die
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_exit.anim,0,h_ayane_01_exit
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_forward.anim,0,h_ayane_01_forward
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_hold.anim,0,h_ayane_01_hold
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_incline.anim,0,h_ayane_01_incline
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_injure.anim,0,h_ayane_01_injure
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_jump.anim,0,h_ayane_01_jump
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_lose.anim,0,h_ayane_01_lose
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_minskill.anim,0,h_ayane_01_minskill
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_open.anim,0,h_ayane_01_open
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_parallel.anim,0,h_ayane_01_parallel
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_pose.anim,0,h_ayane_01_pose
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_restore.anim,0,h_ayane_01_restore
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_rotate.anim,0,h_ayane_01_rotate
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_run.anim,0,h_ayane_01_run
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_sattack.anim,0,h_ayane_01_sattack
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_standby.anim,0,h_ayane_01_standby
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_stoppose.anim,0,h_ayane_01_stoppose
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_tilt.anim,0,h_ayane_01_tilt
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_tilthit.anim,0,h_ayane_01_tilthit
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_uniqueskills01.anim,0,h_ayane_01_uniqueskills01
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_uniqueskills02.anim,0,h_ayane_01_uniqueskills02
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_uniqueskills03.anim,0,h_ayane_01_uniqueskills03
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_victory.anim,0,h_ayane_01_victory
Assets/Prefabs/AnimationClip/H_ayane_01/H_ayane_01_weak.anim,0,h_ayane_01_weak
Assets/Prefabs/AnimationClip/H_bayman_01/H_bayman_01_attack.anim,0,h_bayman_01_attack
Assets/Prefabs/AnimationClip/H_bayman_01/H_bayman_01_backward.anim,0,h_bayman_01_backward
Assets/Prefabs/AnimationClip/H_bayman_01/H_bayman_01_defend.anim,0,h_bayman_01_defend
Assets/Prefabs/AnimationClip/H_bayman_01/H_bayman_01_die.anim,0,h_bayman_01_die
Assets/Prefabs/AnimationClip/H_bayman_01/H_bayman_01_exit.anim,0,h_bayman_01_exit
Assets/Prefabs/AnimationClip/H_bayman_01/H_bayman_01_forward.anim,0,h_bayman_01_forward
Assets/Prefabs/AnimationClip/H_bayman_01/H_bayman_01_hold.anim,0,h_bayman_01_hold
Assets/Prefabs/AnimationClip/H_bayman_01/H_bayman_01_idle.anim,0,h_bayman_01_idle
Assets/Prefabs/AnimationClip/H_bayman_01/H_bayman_01_incline.anim,0,h_bayman_01_incline
Assets/Prefabs/AnimationClip/H_bayman_01/H_bayman_01_injure.anim,0,h_bayman_01_injure
Assets/Prefabs/AnimationClip/H_bayman_01/H_bayman_01_jump.anim,0,h_bayman_01_jump
Assets/Prefabs/AnimationClip/H_bayman_01/H_bayman_01_lose.anim,0,h_bayman_01_lose
Assets/Prefabs/AnimationClip/H_bayman_01/H_bayman_01_minskill.anim,0,h_bayman_01_minskill
Assets/Prefabs/AnimationClip/H_bayman_01/H_bayman_01_parallel.anim,0,h_bayman_01_parallel
Assets/Prefabs/AnimationClip/H_bayman_01/H_bayman_01_pose.anim,0,h_bayman_01_pose
Assets/Prefabs/AnimationClip/H_bayman_01/H_bayman_01_restore.anim,0,h_bayman_01_restore
Assets/Prefabs/AnimationClip/H_bayman_01/H_bayman_01_run.anim,0,h_bayman_01_run
Assets/Prefabs/AnimationClip/H_bayman_01/H_bayman_01_sattack.anim,0,h_bayman_01_sattack
Assets/Prefabs/AnimationClip/H_bayman_01/H_bayman_01_standby.anim,0,h_bayman_01_standby
Assets/Prefabs/AnimationClip/H_bayman_01/H_bayman_01_tilt.anim,0,h_bayman_01_tilt
Assets/Prefabs/AnimationClip/H_bayman_01/H_bayman_01_tilthit.anim,0,h_bayman_01_tilthit
Assets/Prefabs/AnimationClip/H_bayman_01/H_bayman_01_uniqueskills.anim,0,h_bayman_01_uniqueskills
Assets/Prefabs/AnimationClip/H_bayman_01/H_bayman_01_victory.anim,0,h_bayman_01_victory
Assets/Prefabs/AnimationClip/H_bayman_01/H_bayman_01_weak.anim,0,h_bayman_01_weak
Assets/Prefabs/AnimationClip/H_janLee_01/H_janLee_01_attack.anim,0,h_janlee_01_attack
Assets/Prefabs/AnimationClip/H_janLee_01/H_janLee_01_backward.anim,0,h_janlee_01_backward
Assets/Prefabs/AnimationClip/H_janLee_01/H_janLee_01_defend.anim,0,h_janlee_01_defend
Assets/Prefabs/AnimationClip/H_janLee_01/H_janLee_01_die.anim,0,h_janlee_01_die
Assets/Prefabs/AnimationClip/H_janLee_01/H_janLee_01_exit.anim,0,h_janlee_01_exit
Assets/Prefabs/AnimationClip/H_janLee_01/H_janLee_01_forward.anim,0,h_janlee_01_forward
Assets/Prefabs/AnimationClip/H_janLee_01/H_janLee_01_hold.anim,0,h_janlee_01_hold
Assets/Prefabs/AnimationClip/H_janLee_01/H_janLee_01_holdhand.anim,0,h_janlee_01_holdhand
Assets/Prefabs/AnimationClip/H_janLee_01/H_janLee_01_idle.anim,0,h_janlee_01_idle
Assets/Prefabs/AnimationClip/H_janLee_01/H_janLee_01_incline.anim,0,h_janlee_01_incline
Assets/Prefabs/AnimationClip/H_janLee_01/H_janLee_01_injure.anim,0,h_janlee_01_injure
Assets/Prefabs/AnimationClip/H_janLee_01/H_janLee_01_jump.anim,0,h_janlee_01_jump
Assets/Prefabs/AnimationClip/H_janLee_01/H_janLee_01_lose.anim,0,h_janlee_01_lose
Assets/Prefabs/AnimationClip/H_janLee_01/H_janLee_01_minskill.anim,0,h_janlee_01_minskill
Assets/Prefabs/AnimationClip/H_janLee_01/H_janLee_01_open.anim,0,h_janlee_01_open
Assets/Prefabs/AnimationClip/H_janLee_01/H_janLee_01_parallel.anim,0,h_janlee_01_parallel
