资源名称,内存大小,内建资源,资源类型,被引用的个数,对应的AB包名称
M_UIEquipCultivateChildPrefab_juexing_gezi3,1304,False,material,10,eff_uiequipcultivatechildprefab_juexing,eff_uiskillpopup2prefab_djts,uialbumbreakthrough,uiequippopup2prefab,uiequippopupprefab,uiherostarlevelpopup2prefab,uiherostarlevelpopup2prefab_new,uiherotopprefab,uiherotopprefab_new,uiskillpopup2prefab
M_UIEquipCultivateChildPrefab_juexing_gezi4,1304,False,material,10,eff_uiequipcultivatechildprefab_juexing,eff_uiskillpopup2prefab_djts,uialbumbreakthrough,uiequippopup2prefab,uiequippopupprefab,uiherostarlevelpopup2prefab,uiherostarlevelpopup2prefab_new,uiherotopprefab,uiherotopprefab_new,uiskillpopup2prefab
M_UIEquipCultivateChildPrefab_juexing_gezi5,1304,False,material,14,eff_suipian_02,eff_uiequipcultivatechildprefab_juexing,eff_uiskillpopup2prefab_djts,uialbumbreakthrough,uiequippopup2prefab,uiequippopupprefab,uiherostarlevelpopup1prefab,uiherostarlevelpopup2prefab,uiherostarlevelpopup2prefab_new,uiherotopprefab,uiherotopprefab_new,uirandomcard2prefab,uiskillpopup2prefab,uistarstonecardgoodsprefab
M_UIEquipCultivateChildPrefab_juexing_guangyun1,1304,False,material,10,eff_uiequipcultivatechildprefab_juexing,eff_uiskillpopup2prefab_djts,uialbumbreakthrough,uiequippopup2prefab,uiequippopupprefab,uiherostarlevelpopup2prefab,uiherostarlevelpopup2prefab_new,uiherotopprefab,uiherotopprefab_new,uiskillpopup2prefab
M_UIEquipCultivateChildPrefab_juexing_guangyun2,1304,False,material,10,eff_uiequipcultivatechildprefab_juexing,eff_uiskillpopup2prefab_djts,uialbumbreakthrough,uiequippopup2prefab,uiequippopupprefab,uiherostarlevelpopup2prefab,uiherostarlevelpopup2prefab_new,uiherotopprefab,uiherotopprefab_new,uiskillpopup2prefab
M_UIEquipCultivateChildPrefab_juexing_jiantou,1304,False,material,9,eff_uiequipcultivatechildprefab_juexing,eff_uiskillpopup2prefab_djts,uiequippopup2prefab,uiequippopupprefab,uiherostarlevelpopup2prefab,uiherostarlevelpopup2prefab_new,uiherotopprefab,uiherotopprefab_new,uiskillpopup2prefab
M_UIEquipCultivateChildPrefab_jxcg,1304,False,material,1,eff_uiequipcultivatechildprefab_juexing
M_UIEquipCultivateChildPrefab_plane,1304,False,material,6,eff_uiequipcultivatechildprefab_juexing,eff_uiskillpopup2prefab_djts,uialbumbreakthrough,uiherostarlevelpopup2prefab,uiherotopprefab,uiskillpopup2prefab
M_UIEquipCultivateChildPrefab_plane2,1304,False,material,6,eff_uiequipcultivatechildprefab_juexing,eff_uiskillpopup2prefab_djts,uialbumbreakthrough,uiherostarlevelpopup2prefab,uiherotopprefab,uiskillpopup2prefab
M_UIEquipCultivateChildPrefab_weijuexing_dian,1304,False,material,7,eff_uiequipcultivatechildprefab_juexing,eff_uiequipcultivatechildprefab_weijuexing,eff_uiskillpopup2prefab_djts,uialbumbreakthrough,uiherostarlevelpopup2prefab,uiherotopprefab,uiskillpopup2prefab
M_UIEquipCultivateChildPrefab_weijuexing_gezi,1304,False,material,1,eff_uiequipcultivatechildprefab_weijuexing
M_UIEquipCultivateChildPrefab_weijuexing_guang,1304,False,material,7,eff_uiequipcultivatechildprefab_juexing,eff_uiequipcultivatechildprefab_weijuexing,eff_uiskillpopup2prefab_djts,uialbumbreakthrough,uiherostarlevelpopup2prefab,uiherotopprefab,uiskillpopup2prefab
M_UIEveryDaycard_sjsl,1304,False,material,1,eff_uieverydaycard_sjsl
M_UIFunctionTrailerPrefab_bj,2424,False,material,1,uifunctiontrailerprefab
M_UIFunctionTrailerPrefab_mian,1304,False,material,15,uialbumbreakthrough,uicautionprefab,uiequippopup2prefab,uiequippopupprefab,uifateactivateview,uifunctiontrailerprefab,uiherogeneunlockpopupprefab,uiheroskillunlockpopupprefab,uiherostarlevelpopup2prefab_new,uiherotopprefab_new,uiletterchallenge,uiskillpopup2prefab,uitournamentpopup3prefab,uitournamentpopup4prefab,uiupgradeprefab
M_UIFunctionTrailerPrefab_new_10,2424,False,material,1,uifunctiontrailerprefab_new
M_UIFunctionTrailerPrefab_new_8_luxian,2424,False,material,1,uifunctiontrailerprefab_new
M_UIFunctionTrailerPrefab_new_8_shui,1304,False,material,1,uifunctiontrailerprefab_new
M_UIFunctionTrailerPrefab_new_9,2424,False,material,1,uifunctiontrailerprefab_new
M_UIFunctionTrailerPrefab_new_feng,2424,False,material,1,uifunctiontrailerprefab_new
M_UIFunctionTrailerPrefab_new_feng2,2424,False,material,1,uifunctiontrailerprefab_new
M_UIFunctionTrailerPrefab_new_feng3,2424,False,material,1,uifunctiontrailerprefab_new
M_UIFunctionTrailerPrefab_new_feng4,2424,False,material,1,uifunctiontrailerprefab_new
M_UIFunctionTrailerPrefab_xian,2344,False,material,15,uialbumbreakthrough,uicautionprefab,uiequippopup2prefab,uiequippopupprefab,uifateactivateview,uifunctiontrailerprefab,uiherogeneunlockpopupprefab,uiheroskillunlockpopupprefab,uiherostarlevelpopup2prefab_new,uiherotopprefab_new,uiletterchallenge,uiskillpopup2prefab,uitournamentpopup3prefab,uitournamentpopup4prefab,uiupgradeprefab
M_UIGuildBattleLineupPrefab_guang,2424,False,material,1,uiguildbattlelineupprefab
M_UIGuildBattlePrefab_banner_dao1,2424,False,material,1,eff_uiguildbattleprefab_banner
M_UIGuildBattlePrefab_banner_hudie,2424,False,material,1,eff_uiguildbattleprefab_banner
M_UIGuildBattlePrefab_banner_hudie2,2424,False,material,1,eff_uiguildbattleprefab_banner
M_UIGuildBattlePrefab_banner_huoxing,2424,False,material,1,eff_uiguildbattleprefab_banner
M_UIGuildBattlePrefab_banner_huoyan,2424,False,material,1,eff_uiguildbattleprefab_banner
M_UIGuildBattlePrefab_banner_niuqu,1392,False,material,1,eff_uiguildbattleprefab_banner
M_UIGuildBattlePrefab_banner_niuqu2,1392,False,material,1,eff_uiguildbattleprefab_banner
M_UIGuildBattlePrefab_banner_shanguang,1304,False,material,2,eff_genfu_hit,eff_uiguildbattleprefab_banner
M_UIGuildBattlePrefab_banner_xian,2424,False,material,1,eff_uiguildbattleprefab_banner
M_UIGuildBattlePrefab_banner_yinghua,2424,False,material,1,eff_uiguildbattleprefab_banner
M_UIGuildBattlePrefab_duizhan_baoguang,2344,False,material,6,eff_ui_chouka_4,eff_uideseno,eff_uiguildbattleprefab_duizhan,eff_uiheroequipprefab_zizhi,uidesenolprefab,uiequipview
M_UIGuildBattlePrefab_duizhan_dui,2512,False,material,1,eff_uiguildbattleprefab_duizhan
M_UIGuildBattlePrefab_duizhan_zhan,2512,False,material,1,eff_uiguildbattleprefab_duizhan
M_UIGuildBattlePrefab_saiji_bg_1,2424,False,material,2,eff_ui_uiguildbattlereportprefab_duizhan,eff_uiguildbattleprefab_saiji
M_UIGuildBattlePrefab_saiji_bg_2,2424,False,material,2,eff_ui_uiguildbattlereportprefab_duizhan,eff_uiguildbattleprefab_saiji
M_UIGuildBattlePrefab_saiji_bg_3,2424,False,material,2,eff_ui_uiguildbattlereportprefab_duizhan,eff_uiguildbattleprefab_saiji
M_UIGuildBattlePrefab_saiji_liuguang,2424,False,material,1,eff_uiguildbattleprefab_saiji
M_UIGuildLottery_aixing,1304,False,material,2,eff_uiguildlottery_aixing,eff_uisentelikeprefab_sydj
M_UIGuildLottery_dengguang_deng1,2424,False,material,1,eff_uiguildlottery_dengguang
M_UIGuildLottery_dengguang_deng2,2424,False,material,1,eff_uiguildlottery_dengguang
M_UIGuildLottery_lihua,1304,False,material,2,eff_uiguildlottery_lihua,uiguildlottery
M_UIGuildMapPrefab_beijing,3016,False,material,2,eff_uiguildmapprefab_beijing,uiguildmapprefab
M_UIGuildMapPrefab_beijing2,3016,False,material,2,eff_uiguildmapprefab_beijing,uiguildmapprefab
M_UIGuildMapPrefab_slz,1304,False,material,2,eff_uiguildmapprefab_slz,uiguildmapprefab
M_UIGuildMapPrefab_slz_zi,1304,False,material,2,eff_uiguildmapprefab_slz,uiguildmapprefab
M_UIGuildMapPrefab_xbwc_baoxiang,1304,False,material,2,eff_uiguildmapprefab_xbwc,uiguildmapprefab
M_UIGuildMapPrefab_xbwc_guang,1344,False,material,3,eff_map_uipanel_chests_normal_box,eff_uiguildmapprefab_xbwc,uiguildmapprefab
M_UIGuildMapPrefab_xbwc_zi,1304,False,material,2,eff_uiguildmapprefab_xbwc,uiguildmapprefab
M_UIGuildMapPrefab_xbz,1304,False,material,2,eff_uiguildmapprefab_xbz,uiguildmapprefab
M_UIGuildMapPrefab_xbz_dian,1304,False,material,2,eff_uiguildmapprefab_xbz,uiguildmapprefab
M_UIGuildResearchPrefab_plane01,1216,False,material,1,uiguildresearchprefab
M_UIHeroDanPrefab_manji_di,1352,False,material,2,eff_uiherodanprefab_manji,uiherodanprefab
M_UIHeroDanPrefab_manji_xian,1304,False,material,3,eff_uiherodanprefab_manji,str_kcz,uiherodanprefab
M_UIHeroDanPrefab_shengji_d,1304,False,material,3,eff_uiherodanprefab_manji,eff_uiherodanprefab_shengji,uiherodanprefab
M_UIHeroDanPrefab_shengji_guang,1304,False,material,4,eff_uiherodanprefab_manji,eff_uiherodanprefab_shengji,str_kcz,uiherodanprefab
M_UIHeroDanPrefab_tupo_guang,1304,False,material,2,eff_uiherodanprefab_tupo,uiherodanprefab
M_UIHeroDanPrefab_tupo_xian,1304,False,material,2,eff_uiherodanprefab_tupo,uiherodanprefab
M_UIHeroEquipPrefab_zizhi_lr,2424,False,material,5,eff_ui_chouka_4,eff_uideseno,eff_uiheroequipprefab_zizhi,uidesenolprefab,uiequipview
M_UIHeroEquipPrefab_zizhi_lr_glow,2512,False,material,5,eff_ui_chouka_4,eff_uideseno,eff_uiheroequipprefab_zizhi,uidesenolprefab,uiequipview
M_UIHeroEquipPrefab_zizhi_ssr,2424,False,material,5,eff_ui_chouka_4,eff_uideseno,eff_uiheroequipprefab_zizhi,uidesenolprefab,uiequipview
M_UIHeroEquipPrefab_zizhi_ur,2424,False,material,5,eff_ui_chouka_4,eff_uideseno,eff_uiheroequipprefab_zizhi,uidesenolprefab,uiequipview
M_UIHeroLeverUPPrefab_gezi_lizi,1304,False,material,1,uiequipview
M_UIHeroStarLevelPrefab_xing,1304,False,material,2,uiherocultivateprefab,uiherostarlevelprefab
M_UIHeroZodiacDecomposePrefab_xinyun_guang,1304,False,material,3,eff_uiherozodiacdecomposeprefab_xinyun,uiherozodiacbackpackprefab,uiherozodiacdecomposeprefab
M_UIHeroZodiacDecomposePrefab_xinyun_juqi,2344,False,material,3,eff_uiherozodiacdecomposeprefab_xinyun,uiherozodiacbackpackprefab,uiherozodiacdecomposeprefab
M_UIHeroZodiacDecomposePrefab_xinyun_mian,2512,False,material,3,eff_uiherozodiacdecomposeprefab_xinyun,uiherozodiacbackpackprefab,uiherozodiacdecomposeprefab
M_UIHeroZodiacDecomposePrefab_xinyun_mian1,2512,False,material,3,eff_uiherozodiacdecomposeprefab_xinyun,uiherozodiacbackpackprefab,uiherozodiacdecomposeprefab
M_UIHeroZodiacDecomposePrefab_xinyun_mian3,2512,False,material,3,eff_uiherozodiacdecomposeprefab_xinyun,uiherozodiacbackpackprefab,uiherozodiacdecomposeprefab
M_UIHeroZodiacDecomposePrefab_xinyun_wenli2,2512,False,material,3,eff_uiherozodiacdecomposeprefab_xinyun,uiherozodiacbackpackprefab,uiherozodiacdecomposeprefab
M_UIHeroZodiacStarPrefab_fuwen,2424,False,material,2,uiherozodiacbackpackprefab,uiherozodiacstarprefab
M_UIHeroZodiacStarPrefab_saoguang,1304,False,material,1,uiherozodiacstarprefab
M_UIHeroZodiacStarPrefab_zi,1304,False,material,1,uiherozodiacbackpackprefab
M_UIHeroZodiacStronger_fsx_guang,1304,False,material,1,uiherozodiacstrongerprefab
M_UIHeroZodiacStronger_shengji_guang,1304,False,material,3,eff_ui2048gameprefab_hecheng,ui2048gameprefab,uiherozodiacstrongerprefab
M_UIHeroZodiacStronger_shengji_quan,1304,False,material,1,uiherozodiacstrongerprefab
M_UIHeroZodiacStronger_shengji_quan2,1304,False,material,1,uiherozodiacstrongerprefab
M_UILetterchallenge_ywc_lizi,1304,False,material,1,uiletterchallenge
M_UILetterchallenge_ywc_lizi2,1304,False,material,1,uiletterchallenge
M_UILetterchallengecomplete_beijing,1304,False,material,2,uichampionpunchresult,uiletterchallengecomplete
M_UILetterchallengecomplete_guangzhu,1304,False,material,2,uichampionpunchresult,uiletterchallengecomplete
M_UILetterchallengecomplete_wenli,2424,False,material,1,uiletterchallengecomplete
M_UILevelPrefab_10_shui,2424,False,material,1,eff_uilevelprefab_10
M_UILevelPrefab_11_zhi,1304,False,material,1,eff_uilevelprefab_11
M_UILevelPrefab_1_1,1304,False,material,1,eff_uilevelprefab_1_1
M_UILevelPrefab_2_guang,2424,False,material,7,eff_uilevelprefab_10,eff_uilevelprefab_2,eff_uilevelprefab_3,eff_uilevelprefab_5,eff_uilevelprefab_7,eff_uilevelprefab_8,eff_uilevelprefab_9
M_UILevelPrefab_6_guagn2,1304,False,material,1,eff_uilevelprefab_6
M_UILevelPrefab_6_guang,2424,False,material,1,eff_uilevelprefab_6
M_UILevelPrefab_7_xin,1304,False,material,1,eff_uilevelprefab_7
M_UILevelPrefab_9_yingzi,1304,False,material,1,eff_uilevelprefab_9
M_UILevelPrefab_9_yingzi2,1304,False,material,1,eff_uilevelprefab_9
M_UILevelPrefab_GH_yan,2344,False,material,2,eff_transition_ur_nyotengu,eff_uilevelprefab_gh_1
M_UILevelPrefab_GH_yan2,2504,False,material,1,eff_uilevelprefab_gh_1
M_UILevelPrefab_GH_yan3,1623,False,material,3,eff_uilevelprefab_gh,eff_uilevelprefab_gh_1,uidwacombatprefab
M_UILevelPrefab_GH_yan4,1623,False,material,2,eff_uilevelprefab_gh_2,uicombatprefab
M_UILevelPrefab_GH_yan_NAME,1623,False,material,1,uichapterview
M_UILevelPrefab_GH_yan_name2,2504,False,material,1,uichapterview
M_UILoading6Prefab_duizhan_beijing2,1432,False,material,1,uiloading6prefab
M_UILoading6Prefab_duizhan_beijing2_1,1560,False,material,1,uiloading6prefab
M_UILoading6Prefab_duizhan_beijing2_2,1592,False,material,1,uiloading6prefab
M_UILoading6Prefab_duizhan_beijing3,1304,False,material,1,uiloading6prefab
M_UILoading6Prefab_duizhan_beijing_an2,1304,False,material,1,uiloading6prefab
M_UILoading6Prefab_duizhan_blue,1304,False,material,1,uiloading6prefab
M_UILoading6Prefab_duizhan_blue2,1304,False,material,1,uiloading6prefab
M_UILoading6Prefab_duizhan_guang,2160,False,material,1,uiloading6prefab
M_UILoading6Prefab_duizhan_guang_blue,2160,False,material,1,uiloading6prefab
M_UILoading6Prefab_duizhan_guang_red,2160,False,material,2,uifunctiontrailerprefab_new,uiloading6prefab
M_UILoading6Prefab_duizhan_guangblue,2160,False,material,1,uiloading6prefab
M_UILoading6Prefab_duizhan_guangyun,1304,False,material,1,uiloading6prefab
M_UILoading6Prefab_duizhan_lizi,2160,False,material,1,uiloading6prefab
M_UILoading6Prefab_duizhan_pian,1304,False,material,1,uiloading6prefab
M_UILoading6Prefab_duizhan_pian2,1304,False,material,1,uiloading6prefab
M_UILoading6Prefab_duizhan_red,1304,False,material,1,uiloading6prefab
M_UILoading6Prefab_duizhan_red2,1304,False,material,1,uiloading6prefab
M_UILoading6Prefab_duizhan_saoguang,2232,False,material,1,uiloading6prefab
M_UILoading6Prefab_duizhan_saoguang2,2232,False,material,1,uiloading6prefab
M_UILoading6Prefab_duizhan_saoguang3,1304,False,material,1,uiloading6prefab
M_UILoading6Prefab_duizhan_saoguang4,1304,False,material,1,uiloading6prefab
M_UILoading6Prefab_duizhan_tuan,1304,False,material,1,uiloading6prefab
M_UILoading6Prefab_duizhan_tuan2,1304,False,material,1,uiloading6prefab
M_UILoading6Prefab_duizhan_wangge2,1760,False,material,1,uiloading6prefab
M_UILoading6Prefab_duizhan_wangge3,1760,False,material,1,uiloading6prefab
M_UILoading6Prefab_duizhan_wenli,1304,False,material,1,uiloading6prefab
M_UILoading6Prefab_duizhan_xian,2160,False,material,1,uiloading6prefab
M_UILoading_ssgd5_saoguang,2264,False,material,1,uiloginprefab1
M_UILoginPrefab1_bg05,2424,False,material,1,uiloginprefab1
M_UILoginPrefab_guang,1304,False,material,8,eff_map_main_logo,eff_ui_uniqueskills,eff_zhandou_guochang,eff_zhandou_guochang2,eff_zhandou_guochang_3,uicombatprefab,uidwacombatprefab,uiloginprefab1
M_UILoginPrefab_huoyan,1304,False,material,6,eff_machine_die,eff_machine_die2,eff_machine_die2_1,eff_machine_die3_1,eff_machine_die_1,m_machine_01
M_UILoginPrefab_xian,1304,False,material,15,eff_combat_up,eff_map_main_logo,eff_mila_uniqueskills,eff_ui_uniqueskills,eff_ui_uniqueskills_1,eff_ui_uniqueskills_2,eff_ui_uniqueskills_3,eff_ui_uniqueskills_4,eff_zhandou_guochang,eff_zhandou_guochang2,eff_zhandou_guochang_3,uicombatliftprefab,uicombatprefab,uidwacombatprefab,uifightpowerchangeprefab
M_UILoginPrefab_xian2,1304,False,material,6,eff_combat_down,eff_icon_gezi_5,uiacquiregoodsprefab,uicombatliftprefab,uifightpowerchangeprefab,uitrialgoodsprefab
M_UILoginPrefab_xian3,1304,False,material,1,uiloginprefab1
M_UIMainPrefab_guang,2424,False,material,3,uimainprefab,uiworldbossprefab,uizodiacmain
M_UIMainPrefab_start_bian,2424,False,material,1,uimainprefab
M_UIMainPrefab_start_huoyan2,1304,False,material,1,uimainprefab
M_UIMainPrefab_start_lizi,1304,False,material,2,eff_uieverydaycard_sjsl,uimainprefab
M_UIOAArrowView_bj_biao,1304,False,material,2,eff_uioaarrowview_bj,uioaarrowview
M_UIOAArrowView_bj_guang,2424,False,material,2,eff_uioaarrowview_bj,uioaarrowview
M_UIOAArrowView_energy01_dian,2424,False,material,3,eff_uioaarrowview_energy01,uichampionpunch,uioaarrowview
M_UIOAArrowView_energy01_glow01,2424,False,material,3,eff_uioaarrowview_energy01,uichampionpunch,uioaarrowview
M_UIOAArrowView_energy02_bian,2424,False,material,2,eff_uioaarrowview_energy02,uioaarrowview
M_UIOAArrowView_energy02_guang,1488,False,material,2,eff_uioaarrowview_energy02,uioaarrowview
M_UIOAArrowView_energy02_mian,2584,False,material,2,eff_uioaarrowview_energy02,uioaarrowview
M_UIOAFirstRechargePrefab_saoguang,1304,False,material,1,uioafirstrechargeprefab
M_UIOAMonthCardPrefab_saoguang,1304,False,material,1,uioamonthcardprefab
M_UIOATabBtnPrefab_bian,1304,False,material,2,eff_uioatabbtnprefab,uioatabbtnprefab
M_UIOATabBtnPrefab_lizi,1304,False,material,2,eff_uioatabbtnprefab,uioatabbtnprefab
M_UIOATabBtnPrefab_sanjiao,1304,False,material,5,eff_uioatabbtnprefab,eff_uiteamflairprefab,uioatabbtnprefab,uistarstonetask,uiteamflairprefab
M_UIOATabBtnPrefab_saoguang,1304,False,material,2,eff_uioatabbtnprefab,uioatabbtnprefab
M_UISenteLikePrefab_icon,2464,False,material,3,eff_uisentelikeprefab_icon,uisentelikeprefab,uisentepopup2prefab
M_UISenteLikePrefab_sydj_diz1,1480,False,material,1,eff_uisentelikeprefab_sydj
M_UISenteLikePrefab_sydj_diz2,1480,False,material,1,eff_uisentelikeprefab_sydj
M_UISentePopup2Prefab,1304,False,material,1,uisentepopup2prefab
M_UIStarStoneCardPrefab_bg01,1448,False,material,1,eff_uistarstonecardprefab_xingshi
M_UIStarStoneCardPrefab_bg01_1,2424,False,material,1,eff_uistarstonecardprefab_xingshi
M_UIStarStoneCardPrefab_bg02,1448,False,material,1,eff_uistarstonecardprefab_xingshi
M_UIStarStoneCardPrefab_bg03,2488,False,material,1,eff_uistarstonecardprefab_xingshi
M_UIStarStoneCardPrefab_bg04,2488,False,material,1,eff_uistarstonecardprefab_xingshi
M_UIStarStoneCardPrefab_bg05,2488,False,material,1,eff_uistarstonecardprefab_xingshi
M_UIStarStoneCardPrefab_lizi,1304,False,material,1,eff_uistarstonecardprefab_xingshi
M_UIStarStoneCardPrefab_tuowei,1304,False,material,1,eff_uistarstonecardprefab_xingshi
M_UIStarStoneCardPrefab_xx01,2512,False,material,1,eff_uistarstonecardprefab_xingshi
M_UIStarStoneCardPrefab_xx02,2512,False,material,1,eff_uistarstonecardprefab_xingshi
M_UIStarStoneCardPrefab_xx03,2512,False,material,1,eff_uistarstonecardprefab_xingshi
M_UIStarStoneCardPrefab_xx05,2512,False,material,1,eff_uistarstonecardprefab_xingshi
M_UIStarStoneCardPrefab_xx06,2512,False,material,1,eff_uistarstonecardprefab_xingshi
M_UIStarStoneCardPrefab_xx07,2512,False,material,1,eff_uistarstonecardprefab_xingshi
M_UIStarStoneCardPrefab_xx08,2512,False,material,1,eff_uistarstonecardprefab_xingshi
M_UIStarStoneTaskEnterItemHelp_wancneng_beijing,2424,False,material,3,eff_uistarstonetaskenteritemhelp_wancneng,uistarstonetaskenteritem,uistarstonetaskenteritemhelp
M_UIStarStoneTaskEnterItemHelp_wancneng_xian,2512,False,material,3,eff_uistarstonetaskenteritemhelp_wancneng,uistarstonetaskenteritem,uistarstonetaskenteritemhelp
M_UIStarStoneTask_di,2432,False,material,1,uistarstonetask
M_UIStarStoneTask_tu,1304,False,material,2,eff_transition_ur_phase4,uistarstonetask
M_UIStarStoneTask_xian,2512,False,material,1,uistarstonetask
M_UITeamFlairPrefab_guang,1304,False,material,2,eff_uiteamflairprefab,uiteamflairprefab
M_UITeamFlairPrefab_saoguang,1304,False,material,2,eff_uiteamflairprefab,uiteamflairprefab
M_UITournamentMain_hero_1,2424,False,material,2,uitournamentmain,uitournamentmatch
M_UITournamentMain_hero_2,2424,False,material,2,uitournamentmain,uitournamentmatch
M_UITournamentMatch_duizhan,2880,False,material,4,uitournamentchoosefighterprefab,uitournamentfighteragainstprefab,uitournamentmatch,uitournamentwatchamatchprefab
M_UITournamentMatch_guang,2424,False,material,5,eff_arena_time,p_map_main_arena,uitournamentchoosefighterprefab,uitournamentfighteragainstprefab,uitournamentmatch
M_UITournamentMatch_guang2,1304,False,material,2,uitournamentfighteragainstprefab,uitournamentmatch
M_UITournamentMyselfPrefab_duanwei_bian,2424,False,material,1,eff_uitournamentmyselfprefab_duanwei
M_UITournamentMyselfPrefab_duanwei_huo,2424,False,material,1,eff_uitournamentmyselfprefab_duanwei
M_UITournamentMyselfPrefab_jt01,1576,False,material,1,uitournamentmyselfprefab
M_UITournamentMyselfPrefab_jt02,1576,False,material,1,uitournamentmyselfprefab
M_UITournamentMyselfPrefab_jt03,1576,False,material,1,uitournamentmyselfprefab
M_UITournamentMyselfPrefab_jt04,1576,False,material,1,uitournamentmyselfprefab
M_UIVIPPrefab_czcg_bg,2424,False,material,2,eff_uivipprefab_czcg,uichargesuccessprefab
M_UIVIPPrefab_saoguang,1304,False,material,1,uivipprefab
M_UIVIPPrefab_xian,2512,False,material,2,uistarstonecardenter,uivipprefab
M_UIWorldBossPrefab_jiasu_1,2424,False,material,1,uiworldbossprefab
M_UIWorldBossPrefab_jiasu_2,2344,False,material,1,uiworldbossprefab
M_UIWorldBossPrefab_kbld_guang,1304,False,material,2,eff_worldboss_kbld,eff_worldboss_sd
M_UIWorldBossPrefab_kbld_heilei,1304,False,material,1,eff_worldboss_kbld
M_UIWorldBossPrefab_kuangbao_kuang,2344,False,material,1,uiworldbossprefab
M_UIWorldBossPrefab_kuangbao_kuang2,2424,False,material,1,uiworldbossprefab
M_UIWorldBossPrefab_ld_1,2512,False,material,1,eff_worldboss_ld
M_UIWorldBossPrefab_ld_2,2344,False,material,1,eff_worldboss_ld
M_UIWorldBossPrefab_wenshen,2512,False,material,1,eff_worldboss_kbld
M_UIWorldBossPrefab_wenshen2,2344,False,material,1,eff_worldboss_kbld
M_UIWuStudy_anniu_jiesuo_bian,1304,False,material,1,eff_uiwustudy_anniu_jiesuo
M_UIWuStudy_anniu_jiesuo_bian2,1304,False,material,1,eff_uiwustudy_anniu_jiesuo
M_UIWuStudy_anniu_jiesuo_bian3,1304,False,material,1,eff_uiwustudy_anniu_jiesuo
M_UIWuStudy_anniu_jiesuo_dian,1304,False,material,2,eff_buff_gedang,eff_uiwustudy_anniu_jiesuo
M_UIWuStudylockItem_anniu_ksd_guang,1304,False,material,5,eff_uiwustudylockitem_anniu_bjq,eff_uiwustudylockitem_anniu_gds,eff_uiwustudylockitem_anniu_ksd,eff_uiwustudylockitem_anniu_rs,eff_uiwustudylockitem_anniu_tjq
M_UIZdSubMenuViewPrefab_guang,2424,False,material,3,eff_ui_duanxian,uiserviceloadingprefab,uizdsubmenuviewprefab
M_UIZdSubMenuViewPrefab_guang2,2424,False,material,1,uizdsubmenuviewprefab
M_UIZdSubMenuViewPrefab_guang3,2344,False,material,1,uizdsubmenuviewprefab
M_UIZdSubMenuViewPrefab_kuai,2424,False,material,1,uizdsubmenuviewprefab
M_UIZdSubMenuViewPrefab_sanjiao,2536,False,material,1,uizdsubmenuviewprefab
M_UI_zdsj_01,1304,False,material,9,eff_arenamaininterface_caidai,eff_chapter_full,eff_cruise_card,eff_mariposa_pose,eff_uiguildlottery_lihua,eff_uilevelprefab_7,eff_zack_pose,eff_zack_uniqueskills,uiguildlottery
M_UI_zdsj_02,1304,False,material,8,eff_congratulations,eff_ui_bollroot_kcz,eff_ui_bollroot_shengji_tuowei2,eff_uiguildlottery_aixing,eff_uisentelikeprefab_sydj,uigoldprefab,uioasevendaysfestivalviewprefab,uiupgradeprefab
M_UI_zdsj_03,1304,False,material,2,eff_uiguildtreasuretimeprefab_xunbao,eff_uistarstonecardprefab_xingshi
M_UI_zdsj_04,1304,False,material,4,eff_christie_hit1,eff_christie_hit2,uigoldprefab,uiupgradeprefab
M_UI_zdsj_mian,1304,False,material,8,eff_btn_sz_zhibiao,uiacquiregoodsprefab,uiacquiretitleprefab,uibeachlife,uichampionpunch,uirollrandomprefab,uitrialgoodsprefab,uiupgradeprefab
M_Water,1144,False,material,3,p_map_main_cabin,p_map_main_cliff,p_map_main_tokyo
M_Water_02,1144,False,material,2,p_map_main_cabin,p_map_main_cliff
M_Water_03,1144,False,material,2,p_map_main_cabin,p_map_main_cliff
M_WorldMap_Conference_D 1,1504,False,material,1,p_map_main_conference
M_alpha_152_uniqueskills2_wenli,1304,False,material,1,eff_alpha_152_uniqueskills
M_alpha_152_uniqueskills2_xian,1768,False,material,1,eff_alpha_152_uniqueskills
M_avg_bian01_a,2424,False,material,1,eff_alpha_152_uniqueskills
M_avg_chong03,1432,False,material,2,eff_alpha_152_uniqueskills,eff_mariposab_01_hit
M_avg_xian04,1304,False,material,1,eff_alpha_152_uniqueskills
M_ayane_minskill_baiguang,1304,False,material,1,eff_ayane_minskill
M_ayane_minskill_guang,1304,False,material,1,eff_ayane_minskill
M_ayane_minskill_saoguang,1304,False,material,1,eff_ayane_minskill
M_ayane_minskill_saoguang2,1304,False,material,1,eff_ayane_minskill
M_ayane_minskill_shou,1304,False,material,1,eff_ayane_minskill
M_ayane_minskill_tui1,1304,False,material,1,eff_ayane_minskill
M_ayane_minskill_xian,1304,False,material,1,eff_ayane_minskill
M_ayane_minskill_yan,1392,False,material,1,eff_ayane_minskill
M_ayane_minskill_yan2,1304,False,material,1,eff_ayane_minskill
M_ayane_pose_guangyun,1304,False,material,5,eff_ayane_minskill,eff_ayane_pose,eff_helena_uniqueskills,eff_helena_uniqueskills_dlc_02,eff_rachel_pose
M_ayane_pose_hei,1304,False,material,5,eff_ayane_minskill,eff_ayane_pose,eff_helena_uniqueskills,eff_helena_uniqueskills_dlc_02,eff_rachel_pose
