资源名称,宽度 Width,高度 Height,格式 Format,MipMap功能,Read/Write,内存占用,冗余数量,相应的AB文件
T_ui_buff_zdl_up,32,32,ETC2_RGBA8,False,False,1024,1,eff_ui_buff_zdl_up
T_ui_chouka_card,256,256,ETC2_RGBA8,False,False,65536,4,eff_ui_chouka_1,eff_ui_chouka_2,eff_ui_chouka_3,eff_ui_chouka_4
T_ui_chouka_diqiu,256,256,ETC2_RGBA8,False,False,65536,4,eff_ui_chouka_1,eff_ui_chouka_2,eff_ui_chouka_3,eff_ui_chouka_4
T_ui_clht_time1,256,64,ETC2_RGBA8,False,False,16384,1,eff_ui_clht_time
T_ui_clht_time2,256,64,ETC2_RGBA8,False,False,16384,1,eff_ui_clht_time
T_ui_loading2_wuxian2_00000,256,256,ETC2_RGBA8,False,False,65536,1,eff_ui_duanxian
T_zhandou_guochang_heise,256,256,ETC2_RGBA8,False,False,65536,9,eff_guildbattle_prompt01,eff_guildbattle_prompt02,eff_guildbattle_prompt03,eff_ui_jiesuan,eff_zhandou_guochang,eff_zhandou_guochang2,eff_zhandou_guochang_3,uicombatprefab,uidwacombatprefab
TournamentMain24,67,50,ARGB32,False,False,13400,1,uitexture_martial
UIMask,32,32,ARGB32,True,False,5460,3,uiguildbosspopupprefab,uioadailywelfareprefab,uireputationnewprefab
UISprite,32,32,ARGB32,True,False,5460,3,ui2048gameprefab,uidwaprefab,uimainprefab
achievement_icon_1,96,96,ETC2_RGBA8,False,False,9216,1,achievement_icon_1
achievement_icon_10,96,96,ETC2_RGBA8,False,False,9216,1,achievement_icon_10
achievement_icon_11,96,96,ETC2_RGBA8,False,False,9216,1,achievement_icon_11
achievement_icon_12,96,96,ETC2_RGBA8,False,False,9216,1,achievement_icon_12
achievement_icon_13,96,96,ETC2_RGBA8,False,False,9216,1,achievement_icon_13
achievement_icon_14,96,96,ETC2_RGBA8,False,False,9216,1,achievement_icon_14
achievement_icon_15,96,96,ETC2_RGBA8,False,False,9216,1,achievement_icon_15
achievement_icon_16,96,96,ETC2_RGBA8,False,False,9216,1,achievement_icon_16
achievement_icon_17,96,96,ETC2_RGBA8,False,False,9216,1,achievement_icon_17
achievement_icon_18,96,96,ETC2_RGBA8,False,False,9216,1,achievement_icon_18
achievement_icon_19,96,96,ETC2_RGBA8,False,False,9216,1,achievement_icon_19
achievement_icon_2,96,96,ETC2_RGBA8,False,False,9216,1,achievement_icon_2
achievement_icon_20,96,96,RGBA32,False,False,36864,1,achievement_icon_20
achievement_icon_21,96,96,RGBA32,False,False,36864,1,achievement_icon_21
achievement_icon_22,96,96,RGBA32,False,False,36864,1,achievement_icon_22
achievement_icon_3,96,96,ETC2_RGBA8,False,False,9216,1,achievement_icon_3
achievement_icon_4,96,96,ETC2_RGBA8,False,False,9216,1,achievement_icon_4
achievement_icon_5,96,96,ETC2_RGBA8,False,False,9216,1,achievement_icon_5
achievement_icon_6,96,96,ETC2_RGBA8,False,False,9216,1,achievement_icon_6
achievement_icon_7,96,96,ETC2_RGBA8,False,False,9216,1,achievement_icon_7
achievement_icon_8,96,96,ETC2_RGBA8,False,False,9216,1,achievement_icon_8
achievement_icon_9,96,96,ETC2_RGBA8,False,False,9216,1,achievement_icon_9
activity42_bg_1,512,512,ETC_RGB4,False,False,131072,1,activity42_bg_1
activity42_bg_2,256,512,ETC_RGB4,False,False,65536,1,activity42_bg_2
activity43_bg_1,512,512,ETC_RGB4,False,False,131072,1,activity43_bg_1
activity43_bg_2,256,512,ETC_RGB4,False,False,65536,1,activity43_bg_2
activity44_bg_1,512,512,ETC_RGB4,False,False,131072,1,activity44_bg_1
activity44_bg_2,256,512,ETC_RGB4,False,False,65536,1,activity44_bg_2
activity45_bg_1,512,512,ETC_RGB4,False,False,131072,1,activity45_bg_1
activity45_bg_2,256,512,ETC_RGB4,False,False,65536,1,activity45_bg_2
activity46_bg_1,512,512,ETC_RGB4,False,False,131072,1,activity46_bg_1
activity46_bg_2,256,512,ETC_RGB4,False,False,65536,1,activity46_bg_2
activity51_bg_1,512,512,RGB24,False,False,786432,1,activity51_bg_1
activity51_bg_2,256,512,RGB24,False,False,393216,1,activity51_bg_2
activity_2048_bg1,512,512,ETC_RGB4,False,False,131072,1,activity_2048_bg1
activity_2048_bg2,256,512,ETC_RGB4,False,False,65536,1,activity_2048_bg2
activity_Dailyprepaid01,768,512,RGB24,False,False,1179648,1,activity_dailyprepaid01
activity_Dailyprepaid01_leidao,768,512,RGB24,False,False,1179648,1,activity_dailyprepaid01_leidao
activity_Dailyprepaid01_lg,768,512,RGB24,False,False,1179648,1,activity_dailyprepaid01_lg
activity_Dailyprepaid01_maliluosi,768,512,RGB24,False,False,1179648,1,activity_dailyprepaid01_maliluosi
activity_Dailyprepaid01_ntg,768,512,RGB24,False,False,1179648,1,activity_dailyprepaid01_ntg
activity_Dailyprepaid01_sx,768,512,RGB24,False,False,1179648,1,activity_dailyprepaid01_sx
activity_Dailyprepaid01_yf,768,512,RGB24,False,False,1179648,1,activity_dailyprepaid01_yf
activity_Dailyprepaid01_zbxp,768,512,RGB24,False,False,1179648,1,activity_dailyprepaid01_zbxp
activity_Dailyprepaid03,36,36,ETC2_RGBA8,False,False,1296,1,activity_dailyprepaid03
activity_Dailyprepaid04,40,40,ETC2_RGBA8,False,False,1600,1,activity_dailyprepaid04
activity_Dailyprepaid05,76,64,ETC2_RGBA8,False,False,4864,1,activity_dailyprepaid05
activity_Dailyprepaid06,76,64,ETC2_RGBA8,False,False,4864,1,activity_dailyprepaid06
activity_bg1,772,328,ETC2_RGBA8,False,False,253216,1,activity_bg1
activity_bg10,772,324,ETC2_RGBA8,False,False,250128,1,activity_bg10
activity_bg11,772,264,ETC2_RGBA8,False,False,203808,1,activity_bg11
activity_bg11_gold,772,264,RGBA32,False,False,815232,1,activity_bg11_gold
activity_bg11_power,772,264,RGBA32,False,False,815232,1,activity_bg11_power
activity_bg12,772,272,ETC2_RGBA8,False,False,209984,1,activity_bg12
activity_bg13,772,196,RGB24,False,False,453936,1,activity_bg13
activity_bg14,772,244,ETC2_RGBA8,False,False,188368,1,activity_bg14
activity_bg14_1,772,264,ETC2_RGBA8,False,False,203808,1,activity_bg14_1
activity_bg14_2,772,256,ETC2_RGBA8,False,False,197632,1,activity_bg14_2
activity_bg14_3,772,248,ETC2_RGBA8,False,False,191456,1,activity_bg14_3
activity_bg14_4,772,256,ETC2_RGBA8,False,False,197632,1,activity_bg14_4
activity_bg14_5,772,212,RGBA32,False,False,654656,1,activity_bg14_5
activity_bg14_6,772,190,RGBA32,False,False,586720,1,activity_bg14_6
activity_bg14_7,772,256,RGBA32,False,False,790528,1,activity_bg14_7
activity_bg15,772,180,RGB24,False,False,416880,1,activity_bg15
activity_bg15_xf,512,276,ETC2_RGBA8,False,False,141312,1,activity_bg15_xf
activity_bg16,772,264,ETC2_RGBA8,False,False,203808,1,activity_bg16
activity_bg17,772,192,RGB24,False,False,444672,1,activity_bg17
activity_bg18,772,272,ETC2_RGBA8,False,False,209984,1,activity_bg18
activity_bg19,772,268,ETC2_RGBA8,False,False,206896,1,activity_bg19
activity_bg2,772,232,ETC2_RGBA8,False,False,179104,1,activity_bg2
activity_bg20,772,268,ETC2_RGBA8,False,False,206896,1,activity_bg20
activity_bg3_Double_drop_1,512,512,ETC_RGB4,False,False,131072,1,activity_bg3_double_drop_1
activity_bg3_Double_drop_2,256,512,ETC_RGB4,False,False,65536,1,activity_bg3_double_drop_2
activity_bg4,772,332,ETC2_RGBA8,False,False,256304,1,activity_bg4
activity_bg5,772,332,ETC2_RGBA8,False,False,256304,1,activity_bg5
activity_bg6,772,280,ETC2_RGBA8,False,False,216160,1,activity_bg6
activity_bg7,772,280,ETC2_RGBA8,False,False,216160,1,activity_bg7
activity_bg8,772,280,ETC2_RGBA8,False,False,216160,1,activity_bg8
activity_bg9,772,280,ETC2_RGBA8,False,False,216160,1,activity_bg9
activity_bg_gold_blessing_1,512,512,RGB24,False,False,786432,1,activity_bg_gold_blessing_1
activity_bg_gold_blessing_2,256,512,RGB24,False,False,393216,1,activity_bg_gold_blessing_2
activity_bg_ninja_1,512,512,ETC_RGB4,False,False,131072,1,activity_bg_ninja_1
activity_bg_ninja_2,256,512,ETC_RGB4,False,False,65536,1,activity_bg_ninja_2
activity_candies_bg1,512,512,ETC_RGB4,False,False,131072,1,activity_candies_bg1
activity_candies_bg2,256,512,ETC_RGB4,False,False,65536,1,activity_candies_bg2
activity_coin_bg1,512,512,ETC_RGB4,False,False,131072,1,activity_coin_bg1
activity_coin_bg2,256,512,ETC_RGB4,False,False,65536,1,activity_coin_bg2
activity_degree,100,100,ETC2_RGBA8,False,False,10000,1,activity_degree
activity_fireworks_bg1,512,512,ETC_RGB4,False,False,131072,1,activity_fireworks_bg1
activity_fireworks_bg2,256,512,ETC_RGB4,False,False,65536,1,activity_fireworks_bg2
activity_gjzq_01,512,512,ETC_RGB4,False,False,131072,1,activity_gjzq_01
activity_gjzq_02,256,512,ETC_RGB4,False,False,65536,1,activity_gjzq_02
activity_hbjnh_01,512,512,ETC_RGB4,False,False,131072,1,activity_hbjnh_01
activity_hbjnh_02,256,512,ETC_RGB4,False,False,65536,1,activity_hbjnh_02
activity_hy_01,512,512,ETC_RGB4,False,False,131072,1,activity_hy_01
activity_hy_02,256,512,ETC_RGB4,False,False,65536,1,activity_hy_02
activity_klr_01,512,512,ETC_RGB4,False,False,131072,1,activity_klr_01
activity_klr_02,256,512,ETC_RGB4,False,False,65536,1,activity_klr_02
activity_ls_01,512,512,ETC_RGB4,False,False,131072,1,activity_ls_01
activity_ls_02,256,512,ETC_RGB4,False,False,65536,1,activity_ls_02
activity_ly_01,512,512,ETC_RGB4,False,False,131072,1,activity_ly_01
activity_ly_02,256,512,ETC_RGB4,False,False,65536,1,activity_ly_02
activity_xsjf_frame_1,512,512,ETC_RGB4,False,False,131072,1,activity_xsjf_frame_1
activity_xsjf_frame_2,256,512,ETC_RGB4,False,False,65536,1,activity_xsjf_frame_2
activity_xsjl_1,512,512,ETC_RGB4,False,False,131072,1,activity_xsjl_1
activity_xsjl_2,256,512,ETC_RGB4,False,False,65536,1,activity_xsjl_2
activity_yeqian_15_4,260,100,RGBA32,False,False,104000,1,uitexture_activity
activity_yeqian_16_4,260,100,RGBA32,False,False,104000,1,uitexture_activity
activity_yeqian_17_4,260,100,RGBA32,False,False,104000,1,uitexture_activity
activity_yeqian_18_4,260,100,RGBA32,False,False,104000,1,uitexture_activity
activity_yeqian_29_gold,260,100,RGBA32,False,False,104000,1,uitexture_activity
activity_yeqian_29_power,260,100,RGBA32,False,False,104000,1,uitexture_activity
activity_yeqian_32_5,260,100,RGBA32,False,False,104000,1,uitexture_activity
activity_yeqian_32_6,260,100,RGBA32,False,False,104000,1,uitexture_activity
activity_yeqian_32_7,260,100,RGBA32,False,False,104000,1,uitexture_activity
activity_yeqian_56,260,100,RGBA32,False,False,104000,1,uitexture_activity
activity_yeqian_djzf,260,100,RGBA32,False,False,104000,1,uitexture_activity
activity_zongzi_bg1,512,512,RGB24,False,False,786432,1,activity_zongzi_bg1
activity_zongzi_bg2,256,512,RGB24,False,False,393216,1,activity_zongzi_bg2
album_01,100,100,ETC2_RGBA8,False,False,10000,1,album_01
album_02,100,100,ETC2_RGBA8,False,False,10000,1,album_02
album_03,100,100,ETC2_RGBA8,False,False,10000,1,album_03
album_04,100,100,ETC2_RGBA8,False,False,10000,1,album_04
album_05,100,100,ETC2_RGBA8,False,False,10000,1,album_05
album_06,100,100,ETC2_RGBA8,False,False,10000,1,album_06
album_fragment_2090001,100,100,ETC2_RGBA8,False,False,10000,1,album_fragment_2090001
album_fragment_2090002,100,100,ETC2_RGBA8,False,False,10000,1,album_fragment_2090002
album_fragment_2090003,100,100,ETC2_RGBA8,False,False,10000,1,album_fragment_2090003
album_fragment_2090004,100,100,ETC2_RGBA8,False,False,10000,1,album_fragment_2090004
album_fragment_2090005,100,100,ETC2_RGBA8,False,False,10000,1,album_fragment_2090005
album_fragment_2090006,100,100,ETC2_RGBA8,False,False,10000,1,album_fragment_2090006
alldamage_num_0,330,50,RGBA32,False,False,66000,1,font
appreciate_1,225,377,ARGB32,False,False,339300,1,appreciate_1
appreciate_2,225,377,ARGB32,False,False,339300,1,appreciate_2
appreciate_2_1,414,447,ARGB32,False,False,740232,1,appreciate_2_1
appreciate_2_10,414,447,ARGB32,False,False,740232,1,appreciate_2_10
appreciate_2_2,414,447,ARGB32,False,False,740232,1,appreciate_2_2
appreciate_2_3,414,447,ARGB32,False,False,740232,1,appreciate_2_3
appreciate_2_4,414,447,ARGB32,False,False,740232,1,appreciate_2_4
appreciate_2_5,414,447,ARGB32,False,False,740232,1,appreciate_2_5
appreciate_2_6,414,447,ARGB32,False,False,740232,1,appreciate_2_6
appreciate_2_7,414,447,ARGB32,False,False,740232,1,appreciate_2_7
appreciate_2_8,414,447,ARGB32,False,False,740232,1,appreciate_2_8
appreciate_2_9,414,447,ARGB32,False,False,740232,1,appreciate_2_9
appreciate_3,225,377,ARGB32,False,False,339300,1,appreciate_3
appreciate_3_1,287,346,ARGB32,False,False,397208,1,appreciate_3_1
appreciate_3_2,287,346,ARGB32,False,False,397208,1,appreciate_3_2
appreciate_3_3,287,346,ARGB32,False,False,397208,1,appreciate_3_3
appreciate_3_4,287,346,ARGB32,False,False,397208,1,appreciate_3_4
appreciate_3_5,287,346,ARGB32,False,False,397208,1,appreciate_3_5
appreciate_3_6,287,346,ARGB32,False,False,397208,1,appreciate_3_6
appreciate_3_7,287,346,ARGB32,False,False,397208,1,appreciate_3_7
appreciate_3_8,287,346,ARGB32,False,False,397208,1,appreciate_3_8
appreciate_4,225,377,ARGB32,False,False,339300,1,appreciate_4
appreciate_5,225,377,ARGB32,False,False,339300,1,appreciate_5
appreciate_6,225,377,ARGB32,False,False,339300,1,appreciate_6
appreciate_7,225,377,ARGB32,False,False,339300,1,appreciate_7
appreciate_8,225,377,ARGB32,False,False,339300,1,appreciate_8
arena_4080001,84,84,ETC2_RGBA8,False,False,7056,1,arena_4080001
arena_frame5,1072,200,ETC2_RGBA8,False,False,214400,1,arena_frame5
arena_frame6,1072,200,ETC2_RGBA8,False,False,214400,1,arena_frame6
arena_light_2_1,128,128,ETC2_RGBA8,False,False,16384,8,uioacandiesboxcellprefab,uioacandiesboxviewprefab,uioacoinboxcellprefab,uioacoinboxviewprefab,uioafireworksboxcellprefab,uioafireworksboxviewprefab,uioazongziboxcellprefab,uioazongziboxviewprefab
artist_4160001,84,84,ETC2_RGBA8,False,False,7056,1,artist_4160001
avg_angry,36,36,RGBA32,False,False,5184,1,uiavgangryprefab
avg_angry1,36,36,RGBA32,False,False,5184,1,uiavgangryprefab
avg_bubble,74,64,RGBA32,False,False,18944,5,uiavgangryprefab,uiavgcloudprefab,uiavgheartprefab,uiavghoweverprefab,uiavgsurprisedprefab
avg_cloud,42,23,RGBA32,False,False,3864,1,uiavgcloudprefab
avg_drop,7,9,RGBA32,False,False,252,1,uiavgcloudprefab
avg_however,32,36,RGBA32,False,False,4608,1,uiavghoweverprefab
avg_hreat,35,32,RGBA32,False,False,4480,5,uiavgheartprefab,uibeachlifesmallgame,uidailydriftguideprefab,uiguideprefab,uiswimmingpoolguideprefab
avg_loading_bg_00,1024,512,ETC_RGB4,False,False,262144,1,avg_loading_bg_00
avg_loading_bg_01,1024,512,ETC_RGB4,False,False,262144,1,avg_loading_bg_01
avg_loading_bg_02,1024,512,ETC_RGB4,False,False,262144,1,avg_loading_bg_02
avg_loading_bg_03,1024,512,ETC_RGB4,False,False,262144,1,avg_loading_bg_03
avg_loading_bg_04,1024,512,ETC_RGB4,False,False,262144,1,avg_loading_bg_04
avg_loading_bg_05,1024,512,ETC_RGB4,False,False,262144,1,avg_loading_bg_05
avg_loading_bg_06,1024,512,ETC_RGB4,False,False,262144,1,avg_loading_bg_06
avg_loading_bg_07,1024,512,ETC_RGB4,False,False,262144,1,avg_loading_bg_07
avg_loading_bg_08,1024,512,ETC_RGB4,False,False,262144,1,avg_loading_bg_08
avg_loading_bg_10,1024,512,ETC_RGB4,False,False,262144,1,avg_loading_bg_10
avg_loading_bg_11,1024,512,ETC_RGB4,False,False,262144,1,avg_loading_bg_11
avg_surprised,40,40,RGBA32,False,False,6400,1,uiavgsurprisedprefab
avg_xia,528,720,ETC2_RGBA8,False,False,380160,1,avg_xia
avtoar_1004000_3,120,88,ETC2_RGBA8,False,False,10560,1,avtoar_1004000_3
avtoar_1008000_2,120,88,ETC2_RGBA8,False,False,10560,1,avtoar_1008000_2
avtoar_1016000_2,120,88,ETC2_RGBA8,False,False,10560,1,avtoar_1016000_2
avtoar_1023000_3,120,88,ETC2_RGBA8,False,False,10560,1,avtoar_1023000_3
avtoar_1040401,100,100,ETC2_RGBA8,False,False,10000,1,avtoar_1040401
avtoar_1040801,100,100,ETC2_RGBA8,False,False,10000,1,avtoar_1040801
avtoar_1041601,100,100,ETC2_RGBA8,False,False,10000,1,avtoar_1041601
avtoar_1042301,100,100,ETC2_RGBA8,False,False,10000,1,avtoar_1042301
avtoar_1042801,100,100,ETC2_RGBA8,False,False,10000,1,avtoar_1042801
badge_1,100,100,ETC2_RGBA8,False,False,10000,1,badge_1
badge_2,100,100,RGB24,False,False,30000,1,badge_2
badge_3,100,100,RGB24,False,False,30000,1,badge_3
badge_4,100,100,RGB24,False,False,30000,1,badge_4
badge_5,100,100,ETC2_RGBA8,False,False,10000,1,badge_5
banner_1,1024,512,ETC_RGB4,False,False,262144,1,banner_1
banner_11,1024,512,ETC_RGB4,False,False,262144,1,banner_11
banner_12,1024,512,ETC_RGB4,False,False,262144,1,banner_12
banner_13,1024,512,ETC_RGB4,False,False,262144,1,banner_13
banner_14,1024,512,ETC_RGB4,False,False,262144,1,banner_14
banner_15,1024,512,ETC_RGB4,False,False,262144,1,banner_15
banner_15_2,1024,512,ETC_RGB4,False,False,262144,1,banner_15_2
banner_15_3,1024,512,ETC_RGB4,False,False,262144,1,banner_15_3
banner_15_4,1024,512,RGB24,False,False,1572864,1,banner_15_4
banner_21,1024,512,ETC_RGB4,False,False,262144,1,banner_21
banner_24,1024,512,ETC_RGB4,False,False,262144,1,banner_24
banner_42,1024,512,ETC_RGB4,False,False,262144,1,banner_42
banner_43,1024,512,ETC_RGB4,False,False,262144,1,banner_43
banner_44,1024,512,ETC_RGB4,False,False,262144,1,banner_44
banner_45,1024,512,ETC_RGB4,False,False,262144,1,banner_45
banner_46,1024,512,ETC_RGB4,False,False,262144,1,banner_46
banner_47,1024,512,ETC_RGB4,False,False,262144,1,banner_47
banner_47_1,1024,512,ETC_RGB4,False,False,262144,1,banner_47_1
banner_47_2,1024,512,RGB24,False,False,1572864,1,banner_47_2
banner_48,1024,512,RGB24,False,False,1572864,1,banner_48
banner_49,1024,512,RGB24,False,False,1572864,1,banner_49
banner_55,1024,512,RGB24,False,False,1572864,1,banner_55
banner_7,1024,512,ETC_RGB4,False,False,262144,1,banner_7
banner_7_2,1024,512,ETC_RGB4,False,False,262144,1,banner_7_2
banner_7_3,1024,512,RGB24,False,False,1572864,1,banner_7_3
banner_7_4,1024,512,RGB24,False,False,1572864,1,banner_7_4
banner_7_5,1024,512,RGB24,False,False,1572864,1,banner_7_5
banner_998,1024,514,RGB24,False,False,1579008,1,banner_998
banner_999,1024,512,ETC_RGB4,False,False,262144,1,banner_999
banner_ccbtdlshl,1024,512,ETC_RGB4,False,False,262144,1,banner_ccbtdlshl
banner_cjqtl,1024,512,ETC_RGB4,False,False,262144,1,banner_cjqtl
banner_clht_guides01,1024,512,ETC_RGB4,False,False,262144,1,banner_clht_guides01
banner_clone_leidao,1024,512,ETC_RGB4,False,False,262144,1,banner_clone_leidao
banner_clone_liqiang,1024,512,ETC_RGB4,False,False,262144,1,banner_clone_liqiang
banner_cqklt_sx,1024,512,ETC_RGB4,False,False,262144,1,banner_cqklt_sx
banner_dbcz,1024,512,ETC_RGB4,False,False,262144,1,banner_dbcz
banner_djzf,1024,512,RGB24,False,False,1572864,1,banner_djzf
banner_dwa_guides01,1024,512,ETC_RGB4,False,False,262144,1,banner_dwa_guides01
banner_dwa_guides02,1024,512,ETC_RGB4,False,False,262144,1,banner_dwa_guides02
banner_dwa_guides03,1024,512,ETC_RGB4,False,False,262144,1,banner_dwa_guides03
banner_dwa_guides04,1024,512,ETC_RGB4,False,False,262144,1,banner_dwa_guides04
banner_gcczfl,1024,512,ETC_RGB4,False,False,262144,1,banner_gcczfl
banner_guild2,1024,512,ETC_RGB4,False,False,262144,1,banner_guild2
banner_jibanguize_guides01,1024,512,ETC_RGB4,False,False,262144,1,banner_jibanguize_guides01
banner_ldjl,1024,512,ETC_RGB4,False,False,262144,1,banner_ldjl
banner_lg,1024,512,ETC_RGB4,False,False,262144,1,banner_lg
banner_ljcz_1,1024,512,ETC_RGB4,False,False,262144,1,banner_ljcz_1
banner_ljczszk,1024,512,ETC_RGB4,False,False,262144,1,banner_ljczszk
banner_mrxgczsmlls,1024,512,ETC_RGB4,False,False,262144,1,banner_mrxgczsmlls
banner_mrxgczsntg,1024,512,ETC_RGB4,False,False,262144,1,banner_mrxgczsntg
banner_mrxgczssx,1024,512,ETC_RGB4,False,False,262144,1,banner_mrxgczssx
banner_mrxgczsyfsp,1024,512,ETC_RGB4,False,False,262144,1,banner_mrxgczsyfsp
banner_pata_guides01,1024,512,ETC_RGB4,False,False,262144,1,banner_pata_guides01
banner_pata_guides02,1024,512,ETC_RGB4,False,False,262144,1,banner_pata_guides02
banner_pata_guides03,1024,512,ETC_RGB4,False,False,262144,1,banner_pata_guides03
banner_pata_guides04,1024,512,ETC_RGB4,False,False,262144,1,banner_pata_guides04
banner_pata_guides05,1024,512,ETC_RGB4,False,False,262144,1,banner_pata_guides05
banner_rztb_guides,1024,512,ETC_RGB4,False,False,262144,1,banner_rztb_guides
banner_starstone_task_guides01,1024,512,ETC_RGB4,False,False,262144,1,banner_starstone_task_guides01
banner_starstone_task_guides02,1024,512,ETC_RGB4,False,False,262144,1,banner_starstone_task_guides02
banner_starstone_task_guides03,1024,512,ETC_RGB4,False,False,262144,1,banner_starstone_task_guides03
banner_starstone_task_guides04,1024,512,ETC_RGB4,False,False,262144,1,banner_starstone_task_guides04
banner_starstone_task_guides05,1024,512,ETC_RGB4,False,False,262144,1,banner_starstone_task_guides05
banner_starstone_task_guides06,1024,512,ETC_RGB4,False,False,262144,1,banner_starstone_task_guides06
banner_vip,1024,512,ETC_RGB4,False,False,262144,1,banner_vip
banner_xinyun_guides01,1024,512,ETC_RGB4,False,False,262144,1,banner_xinyun_guides01
banner_xinyun_guides02,1024,512,ETC_RGB4,False,False,262144,1,banner_xinyun_guides02
banner_xinyun_guides03,1024,512,ETC_RGB4,False,False,262144,1,banner_xinyun_guides03
banner_xinyun_guides04,1024,512,ETC_RGB4,False,False,262144,1,banner_xinyun_guides04
banner_xinyun_guides05,1024,512,ETC_RGB4,False,False,262144,1,banner_xinyun_guides05
banner_xinyun_guides06,1024,512,ETC_RGB4,False,False,262144,1,banner_xinyun_guides06
banner_xsjf_dsjdklt,1024,512,ETC_RGB4,False,False,262144,1,banner_xsjf_dsjdklt
banner_xsjf_mlls,1024,512,ETC_RGB4,False,False,262144,1,banner_xsjf_mlls
banner_xsjf_ntg,1024,512,ETC_RGB4,False,False,262144,1,banner_xsjf_ntg
banner_ycpd_guides01,1024,512,ETC_RGB4,False,False,262144,1,banner_ycpd_guides01
banner_zbxp,1024,512,RGB24,False,False,1572864,1,banner_zbxp
banner_zjdyjb,1024,512,ETC_RGB4,False,False,262144,1,banner_zjdyjb
banner_zjdyzs,1024,512,ETC_RGB4,False,False,262144,1,banner_zjdyzs
banner_zkdtz,1024,512,ETC_RGB4,False,False,262144,1,banner_zkdtz
bell,164,87,ARGB32,False,False,57072,1,uitexture_boss
belt,323,297,ARGB32,False,False,383724,1,uitexture_boss
bg1,1280,720,RGB24,False,False,2764800,1,bg1
bg1,512,256,ETC_RGB4,False,False,65536,1,bg1
bg10,512,256,ETC_RGB4,False,False,65536,1,bg10
bg10_2,512,256,RGB24,False,False,393216,1,bg10_2
bg10_3,512,256,RGB24,False,False,393216,1,bg10_3
bg11,1024,512,ETC_RGB4,False,False,262144,1,bg11
bg12,512,256,ETC_RGB4,False,False,65536,1,bg12
bg13,1024,512,ETC_RGB4,False,False,262144,1,bg13
bg14,1280,720,RGB24,False,False,2764800,1,bg14
bg16,512,256,ETC_RGB4,False,False,65536,1,bg16
bg17,1024,512,ETC_RGB4,False,False,262144,1,bg17
bg18,1024,512,ETC_RGB4,False,False,262144,1,bg18
bg19,1024,512,ETC_RGB4,False,False,262144,1,bg19
bg2,1024,512,ETC_RGB4,False,False,262144,1,bg2
bg2,1024,512,ETC_RGB4,False,False,262144,1,bg2
bg20,1024,512,ETC_RGB4,False,False,262144,1,bg20
bg21,1024,512,ETC_RGB4,False,False,262144,1,bg21
bg22,1024,512,ETC_RGB4,False,False,262144,1,bg22
bg23,1024,512,ETC_RGB4,False,False,262144,1,bg23
bg24,1024,512,ETC_RGB4,False,False,262144,1,bg24
bg25,1024,512,ETC_RGB4,False,False,262144,1,bg25
bg26,512,256,RGB24,False,False,393216,1,bg26
bg3,512,256,ETC_RGB4,False,False,65536,1,bg3
bg4,512,256,ETC_RGB4,False,False,65536,1,bg4
bg5,512,256,ETC_RGB4,False,False,65536,1,bg5
bg6,512,256,ETC_RGB4,False,False,65536,1,bg6
bg7,512,256,ETC_RGB4,False,False,65536,1,bg7
bg8,1024,512,ETC_RGB4,False,False,262144,1,bg8
bg9,512,256,ETC_RGB4,False,False,65536,1,bg9
bg_cmzl,512,256,ETC_RGB4,False,False,65536,1,bg_cmzl
bg_guild,512,256,ETC_RGB4,False,False,65536,1,bg_guild
bg_guild0,512,256,ETC_RGB4,False,False,65536,1,bg_guild0
bg_guild_boss,512,256,ETC_RGB4,False,False,65536,1,bg_guild_boss
bg_kftt,512,256,ETC_RGB4,False,False,65536,1,bg_kftt
bg_shop,512,256,ETC_RGB4,False,False,65536,1,bg_shop
bg_xf,1281,722,RGB24,False,False,2774646,1,bg_xf
bl_banner01,512,256,ETC_RGB4,False,False,65536,1,bl_banner01
bl_banner02,512,256,ETC_RGB4,False,False,65536,1,bl_banner02
bl_banner03,512,256,ETC_RGB4,False,False,65536,1,bl_banner03
bl_banner04,512,256,ETC_RGB4,False,False,65536,1,bl_banner04
bl_banner05,512,256,ETC_RGB4,False,False,65536,1,bl_banner05
body01,262,356,ARGB32,False,False,373088,1,uitexture_boss
box_4030501,100,100,ETC2_RGBA8,False,False,10000,1,box_4030501
box_4030502,100,100,ETC2_RGBA8,False,False,10000,1,box_4030502
box_4030601,100,100,ETC2_RGBA8,False,False,10000,1,box_4030601
box_4030602,100,100,ETC2_RGBA8,False,False,10000,1,box_4030602
box_4030603,100,100,ETC2_RGBA8,False,False,10000,1,box_4030603
box_4030604,100,100,ETC2_RGBA8,False,False,10000,1,box_4030604
box_4030605,100,100,ETC2_RGBA8,False,False,10000,1,box_4030605
box_4030606,100,100,ETC2_RGBA8,False,False,10000,1,box_4030606
box_4030704,100,100,ETC2_RGBA8,False,False,10000,1,box_4030704
box_4030797,100,100,ETC2_RGBA8,False,False,10000,1,box_4030797
box_4030801,100,100,ETC2_RGBA8,False,False,10000,1,box_4030801
box_4030802,100,100,ETC2_RGBA8,False,False,10000,1,box_4030802
box_4030803,100,100,ETC2_RGBA8,False,False,10000,1,box_4030803
box_4030804,100,100,RGBA32,False,False,40000,1,box_4030804
box_4030805,100,100,RGBA32,False,False,40000,1,box_4030805
box_4031500,100,100,ETC2_RGBA8,False,False,10000,1,box_4031500
box_Genfu,100,100,RGBA32,False,False,40000,1,box_genfu
